STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
79,Metformin,Drug,C0025598,,Điều trị,Đái tháo đường,Disease,C0011849,,"Metformin an toàn, tiết kiệm chi phí và có bằng chứng mạnh mẽ nhất về việc ngăn ngừa bệnh tiểu đường.",01_daithaoduong.txt
80,Metformin,Drug,C0025598,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,sau đó dùng thuốc hạ đường huyết không insulin (thường là metformin) nếu thay đổi lối sống không đủ.,01_daithaoduong.txt
81,Mức HDL cholesterol: < 35 mg/dL (0.9 mmol/L),Measurement,Chưa có,Thông số: Mức HDL cholesterol; Giá trị: > 250 mg/dL; alternative_value: 2.8; alternative_unit: mmol/L; alt_value: > 2.8; alt_unit: mmol/L,Xác định ngưỡng chẩn đoán cho,Rối loạn lipid máu,Disease,C0242339,,"Rối loạn lipid máu (cholesterol lipoprotein mật độ cao [HDL] < 35 mg / dL [0,9 mmol / L] hoặc mức chất béo trung tính > 250 mg / dL [2,8 mmol / L])",01_daithaoduong.txt
82,Nghiệm pháp gắng sức,Test,C0015260,,Dùng để chẩn đoán,Bệnh lý tim mạch,Complication,C0007222,,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
83,Nghiệm pháp gắng sức,Test,C0015260,,Dùng để chẩn đoán,Bệnh tim mạch,Disease,C0007222,,Bệnh nhân đã biết hoặc nghi ngờ bệnh tim mạch có thể có lợi ích từ bài tập kiểm tra stress trước khi bắt đầu chương trình luyện tập.,01_daithaoduong.txt
84,Ngưỡng tăng đường huyết không ổn định: > 250 - 300 mg/dL (13.9 - 16.7 mmol/L),Measurement,Chưa có,Thông số: Ngưỡng tăng đường huyết không ổn định; range_mg_dl: 250-300; range_mmol_l: 13.9-16.7,Xác định ngưỡng chẩn đoán cho,Tăng đường huyết,DiseaseSubtype,C0020456,,"tăng đường huyết không ổn định (> 250 đến 300 mg/dL [13,9 đến 16,7 mmol/L])",01_daithaoduong.txt
85,Nhiễm trùng,Cause,C3714514,,Là nguyên nhân gây ra,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,Nguyên nhân khác khiến nồng độ glucose trong huyết tương không ổn định gồm nhiễm trùng,01_daithaoduong.txt
86,Nitrat cao trong nước uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
87,Nitrat trong nước uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
88,OGTT,Test,C0029161,,Dùng để chẩn đoán,Không dung nạp glucose,DiseaseSubtype,C0271650,,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
89,OGTT,Test,C0029161,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
90,OGTT,Test,C0029161,,Dùng để chẩn đoán,Đái tháo đường thai kỳ,DiseaseSubtype,C0085207,,"Do đó hiếm khi sử dụng để theo dõi thường xuyên, trừ khi chẩn đoán đái tháo đường thai kì và mục đích nghiên cứu.",01_daithaoduong.txt
91,OGTT 75g,Measurement,Chưa có,Thông số: Chỉ số OGTT 75g; glucose_load: 75 g; time_point: 2 giờ; time: 2 giờ,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Những người >= 35 tuổi và tất cả người lớn có các yếu tố nguy cơ bổ sung được mô tả ở trên nên được sàng lọc bệnh tiểu đường với mức FPG, HbA1C hoặc giá trị 2 giờ khi OGTT 75 g ít nhất 3 năm một lần miễn là glucose huyết tương các chỉ số đo là bình thường và ít nhất là hàng năm nếu kết quả cho thấy nồng độ đường huyết lúc đói bị suy giảm .",01_daithaoduong.txt
92,Orlistat,Drug,C0076275,,Điều trị,Đái tháo đường,Disease,C0011849,,"Orlistat, thuốc ức chế lipase tại ruột, giảm hấp thu thức ăn chứa mỡ ; thuốc giảm nồng độ lipid huyết thanh và thúc đẩy giảm cân.",01_daithaoduong.txt
93,Phentermine/Topiramate,Drug,C3475162,,Điều trị,Đái tháo đường,Disease,C0011849,,Phentermine/topiramate là một loại thuốc phối hợp làm giảm cảm giác thèm ăn thông qua nhiều cơ chế trong não.,01_daithaoduong.txt
94,Phẫu thuật bắc cầu dạ dày,Treatment,Chưa có,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
95,Phẫu thuật chuyển hóa,Treatment,C1456587,,Điều trị,Đái tháo đường,Disease,C0011849,,"Ở những bệnh nhân béo phì, liệu pháp dược lý để giảm cân, thiết bị y tế và phẫu thuật giảm cân có thể được sử dụng như biện pháp hỗ trợ cho chế độ ăn kiêng và hoạt động thể chất (xem giảm cân trong bệnh tiểu đường).",01_daithaoduong.txt
96,Phẫu thuật cắt dạ dày hình ống,Treatment,C1960816,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
97,Point-of-care HbA1c test,Measurement,Chưa có,Thông số: Chỉ số Point-of-care HbA1c test,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Không nên sử dụng các chỉ số đo HbA1C đầu ngón tại giường cho mục đích chẩn đoán, mặc dù các chỉ số này có thể được sử dụng để theo dõi việc kiểm soát bệnh tiểu đường.",01_daithaoduong.txt
98,Retrovirus,Cause,C0035366,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
99,SARS-CoV-2,Cause,C5203676,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
100,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Bệnh thận mạn tính,Disease,C1561643,,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
101,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
102,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Suy tim,Disease,C0018801,,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
103,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Xơ vữa động mạch,Mechanism,C0004153,,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
104,Suy giảm bài tiết insulin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường,Disease,C0011849,,Đái tháo đường là suy giảm bài tiết insulin,01_daithaoduong.txt
105,Suy giảm bài tiết insulin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Mặc dù kháng insulin là đặc trưng ở những người mắc bệnh tiểu đường loại 2 và những người có nguy cơ mắc bệnh này, nhưng cũng có bằng chứng về rối loạn chức năng tế bào beta và suy giảm bài tiết insulin tiến triển theo thời gian, bao gồm",01_daithaoduong.txt
106,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,Làm tăng nguy cơ mắc,Bệnh lý tim mạch,Complication,C0007222,,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
107,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,Làm tăng nguy cơ mắc,Bệnh tim mạch,Disease,C0007222,,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
108,Suy thận,Disease,C1565489,,Làm tăng nguy cơ mắc,Nhiễm toan lactic,Complication,C0001125,,Metformin có thể gây nhiễm toan lactic ở bệnh nhân suy thận,01_daithaoduong.txt
109,Sàng lọc biến chứng,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
110,Sàng lọc biến chứng đái tháo đường,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Tất cả bệnh nhân với đái tháo đường loại 1 nên bắt đầu sàng lọc biến chứng đái tháo đường sau thời điểm chẩn đoán 5 năm.,01_daithaoduong.txt
111,Sàng lọc biến chứng đái tháo đường,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
112,Sàng lọc đái tháo đường,Test,C0740213,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
113,Sản phẩm từ sữa,RiskFactor,C0010947,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
114,Teplizumab,Drug,C2743673,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,sử dụng teplizumab (liệu trình 14 ngày) so với giả dược dẫn đến sự chậm trễ trung bình là 24 tháng trong thời gian chẩn đoán bệnh tiểu đường loại 1,01_daithaoduong.txt
115,Thay đổi lối sống,Treatment,C0454378,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Điều chỉnh chế độ ăn uống cho từng trường hợp có thể giúp bệnh nhân kiểm soát sự dao động của glucose và, đối với bệnh nhân đái tháo đường loại 2, giảm cân.",01_daithaoduong.txt
116,Thiết bị chỉnh hình,Treatment,C0029365,,Điều trị,Khớp thần kinh (Charcot),Disease,C0003892,,Một khớp thần kinh thường có thể được quản lý một cách thích hợp với các thiết bị chỉnh hình,01_daithaoduong.txt
117,Thiếu hụt giáo dục bệnh nhân,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,Những yếu tố này bao gồm việc giáo dục hoặc hiểu biết của bệnh nhân không đầy đủ dẫn đến sai sót trong sử dụng insulin,01_daithaoduong.txt
118,Thiếu hụt vitamin D,RiskFactor,C0042870,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
119,Thuốc chủ vận thụ thể GLP-1,Measurement,Chưa có,Thông số: Chỉ số Thuốc chủ vận thụ thể GLP-1,Điều trị,Đái tháo đường,Disease,C0011849,,"Ở những người mắc bệnh tiểu đường và béo phì, bác sĩ nên kê đơn thuốc hạ đường huyết để thúc đẩy giảm cân (ví dụ: thuốc chủ vận thụ thể GLP1, thuốc ức chế SGLT-2 hoặc thuốc chủ vận incretin kép) hoặc thuốc có tác dụng trung tính về cân nặng (ví dụ: thuốc ức chế dipeptidyl peptidase-4, metformin), nếu có thể (để biết chi tiết, xem Thuốc điều trị bệnh tiểu đường).",01_daithaoduong.txt
120,Thuốc chủ vận thụ thể GLP-1,Measurement,Chưa có,Thông số: Chỉ số Thuốc chủ vận thụ thể GLP-1,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Đối với bệnh tiểu đường loại 2, thuốc hạ đường huyết đường uống, thuốc tiêm không phải insulin như thuốc chủ vận thụ thể peptide-1 (GLP-1) giống glucagon",01_daithaoduong.txt
121,Thuốc gây hạ đường huyết,DrugClass,C0020616,,Điều trị,Hạ đường huyết,DiseaseSubtype,C0020615,,Các ứng cử viên tiềm năng để kiểm soát đường huyết chặt chẽ hơn bao gồm Bệnh nhân không được điều trị bằng thuốc gây hạ đường huyết,01_daithaoduong.txt
122,Thuốc hạ đường huyết không insulin,DrugClass,C5676266,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,sau đó dùng thuốc hạ đường huyết không insulin (thường là metformin) nếu thay đổi lối sống không đủ.,01_daithaoduong.txt
123,Thuốc hạ đường huyết đường uống,DrugClass,C5817333,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,Hầu hết bệnh nhân bị bệnh tiểu đường loại 2 chỉ được điều trị bằng thuốc hạ đường huyết đường uống đều duy trì nồng độ glucose chấp nhận được khi nhịn ăn và có thể không cần dùng insulin trong giai đoạn chu phẫu.,01_daithaoduong.txt
124,Thuốc tâm thần,DrugClass,C0033978,,Điều trị,Rối loạn ăn uống,Disease,C0013473,,"Điều trị thường liên quan đến giám sát y tế chuyên sâu kết hợp với can thiệp tâm lý xã hội (ví dụ, cố vấn hoặc nhóm hỗ trợ), liệu pháp cá nhân hoặc gia đình và thuốc tâm thần khi được chỉ định.",01_daithaoduong.txt
125,Thuốc ức chế TNF-alpha,DrugClass,Chưa có,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Antithymocyte globulin (ATG), thuốc ức chế TNF-alpha (yếu tố hoại tử khối u-alpha) và abatacept (CTLA-4-Ig) đã cho thấy một số hứa hẹn trong việc bảo tồn chức năng tế bào beta ở bệnh đái tháo đường loại 1 mới khởi phát",01_daithaoduong.txt
126,Thuốc ức chế hệ RAAS,DrugClass,Chưa có,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Để ngăn ngừa các biến chứng, thường dùng thuốc chẹn hệ thống renin-angiotensin-aldosterone (thuốc ức chế men chuyển angiotensin hoặc thuốc ức chế thụ thể angiotensin II) và nhóm thuốc statin",01_daithaoduong.txt
127,Thời gian sàng lọc biến chứng sau chẩn đoán ĐTĐ Type 1: 5 năm,Measurement,Chưa có,Thông số: Thời gian sàng lọc biến chứng sau chẩn đoán; Giá trị: 5 năm,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Tất cả bệnh nhân với đái tháo đường loại 1 nên bắt đầu sàng lọc biến chứng đái tháo đường sau thời điểm chẩn đoán 5 năm.,01_daithaoduong.txt
128,Thử glucose máu,Test,C0587359,,Dùng để chẩn đoán,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,"Tiếp cận ban đầu là xem xét cẩn thận kĩ thuật tự chăm sóc, gồm bảo quản, tiêm insulin và thử glucose máu.",01_daithaoduong.txt
129,Tirzepatide,Drug,C5139934,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,Bệnh nhân béo phì cũng có thể được hưởng lợi từ tác dụng giảm cân của liệu pháp thuốc chủ vận thụ thể GLP-1 hoặc từ việc sử dụng tirzepatide,01_daithaoduong.txt
130,Tiêm chủng phòng ngừa,Treatment,C0042196,,Điều trị,COVID-19,Measurement,Chưa có,Thông số: Chỉ số COVID-19,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
131,Tiêm chủng phòng ngừa,Treatment,C0042196,,Điều trị,Cúm,Disease,C0021400,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
132,Tiêm chủng phòng ngừa,Treatment,C0042196,,Điều trị,Streptococcus pneumoniae,Disease,C0038410,,Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae,01_daithaoduong.txt
133,Tiêm chủng phòng ngừa,Treatment,C0042196,,Điều trị,Thủy đậu,Disease,C0008049,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
134,Tiêm chủng phòng ngừa,Treatment,C0042196,,Điều trị,Viêm gan B,Disease,C0019163,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
135,Tiết insulin,Mechanism,C1256369,,Là cơ chế sinh bệnh học của,Giai đoạn trăng mật,DiseaseSubtype,Chưa có,,giai đoạn trăng mật) do quá trình tiết insulin được phục hồi một phần.,01_daithaoduong.txt
136,Tiết insulin,Mechanism,C1256369,,Là cơ chế sinh bệnh học của,Tăng đường huyết,DiseaseSubtype,C0020456,,Tăng đường huyết phát triển khi tiết insulin không đáp ứng đủ so với kháng insulin.,01_daithaoduong.txt
137,Tiền sử gia đình,RiskFactor,C0241889,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1),01_daithaoduong.txt
138,Tăng nguy cơ,RiskFactor,C4699158,,Làm tăng nguy cơ mắc,Đái tháo đường,Disease,C0011849,,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
139,Tăng tích lũy mỡ tạng,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng đường huyết,DiseaseSubtype,C0020456,,"Nồng độ glucose cũng có thể trở lại bình thường kéo dài hơn, một phần vì tăng tích lũy mỡ tạng và bụng và giảm khối lượng cơ.",01_daithaoduong.txt
140,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Biến chứng mạch máu,Complication,C0920165,,"Nhiều năm kiểm soát tăng đường huyết kém dẫn tới nhiều biến chứng mạch máu, ảnh hưởng tới mạch máu nhỏ (vi mạch), mạch lớn (mạch máu lớn), hoặc cả hai.",01_daithaoduong.txt
141,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Rối loạn chức năng miễn dịch,Complication,C0015674,,Rối loạn chức năng miễn dịch là một biến chứng lớn khác và phát triển từ những tác động trực tiếp của tăng đường huyết trên miễn dịch tế bào.,01_daithaoduong.txt
142,Tăng đường huyết,DiseaseSubtype,C0020456,,Dẫn đến biến chứng,Tử vong,Complication,C1306577,,Tăng đường huyết nội trú có liên quan đến tăng tỷ lệ nhiễm trùng và tỷ lệ tử vong.,01_daithaoduong.txt
143,Tăng đường huyết do căng thẳng,DiseaseSubtype,C0342303,,Dẫn đến biến chứng,Tử vong,Complication,C1306577,,"Tăng đường huyết do căng thẳng như vậy có liên quan đến kết quả xấu, bao gồm tăng tỷ lệ tử vong.",01_daithaoduong.txt
144,Tư vấn dinh dưỡng,Treatment,C0582887,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
145,Tư vấn dinh dưỡng,Treatment,C0582887,,Điều trị,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
146,Tần suất tự kiểm tra đường huyết ở ĐTĐ Type 1: >= 4 lần/ngày,Measurement,Chưa có,Thông số: Tần suất tự kiểm tra đường huyết; frequency: 4,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Hầu hết bệnh nhân tiểu đường loại 1 đều được hưởng lợi từ việc xét nghiệm ít nhất 4 lần một ngày.,01_daithaoduong.txt
147,Tập thể dục,Treatment,C0015259,,Điều trị,Đái tháo đường,Disease,C0011849,,"Điều trị bằng chế độ ăn kiêng, tập thể dục và dùng thuốc làm giảm lượng glucose, bao gồm insulin, thuốc hạ đường huyết đường uống và thuốc tiêm không chứa insulin.",01_daithaoduong.txt
148,Tế bào beta,Mechanism,C0030281,,Gây tổn thương cơ quan,Tuyến tụy,Organ,C0030274,,Quá trình phá hủy tế bào beta ở tuyến tụy tự miễn,01_daithaoduong.txt
149,Tế bào beta,Mechanism,C0030281,,Là cơ chế sinh bệnh học của,Insulin,Mechanism,C1533581,dose: 15 units,cả hai kỹ thuật đều cấy ghép tế bào beta sản xuất insulin một cách hiệu quả,01_daithaoduong.txt
150,Tự chăm sóc,Treatment,C0036592,,Điều trị,Đái tháo đường không ổn định,DiseaseSubtype,C0342302,,Tiếp cận ban đầu là xem xét cẩn thận kĩ thuật tự chăm sóc,01_daithaoduong.txt
151,Tỷ lệ mang gen nhạy cảm HLA ở ĐTĐ Type 1: > 90%,Measurement,Chưa có,Thông số: Tỷ lệ mang gen nhạy cảm HLA; Giá trị: >90 %,Xác định ngưỡng chẩn đoán cho,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,chúng xuất hiện trong > 90% bệnh nhân đái tháo đường loại 1,01_daithaoduong.txt
152,Urine glucose test,Test,C0427747,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,"Đo lượng glucose trong nước tiểu, không sử dụng để chẩn đoán và theo dõi vì không nhạy và không đặc hiệu.",01_daithaoduong.txt
153,Verapamil,Drug,C0042523,,Điều trị,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Một số dữ liệu cho thấy verapamil có thể bảo tồn chức năng tế bào beta ở bệnh nhân tiểu đường mới được chẩn đoán.,01_daithaoduong.txt
154,Vi rút Epstein-Barr,Cause,C0014644,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
155,Vi rút Rubella,Cause,C0035924,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
156,Viêm tụy,Cause,C0030305,,Gây tổn thương cơ quan,Tuyến tụy,Organ,C0030274,,"Các tình trạng ảnh hưởng đến tuyến tụy (ví dụ: bệnh xơ nang, viêm tụy, bệnh huyết sắc tố, cắt bỏ toàn thân)",01_daithaoduong.txt
157,Vắc xin SARS-CoV-2,Treatment,C5387588,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
158,Vắc xin cúm,Treatment,C0021403,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
159,Vắc xin phế cầu,Treatment,C0358314,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
160,Vắc xin thủy đậu,Treatment,C3464497,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
161,Vắc xin viêm gan B,Treatment,C2240392,,Điều trị,Đái tháo đường,Disease,C0011849,,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
162,Xét nghiệm HbA1c tại giường,Measurement,Chưa có,Thông số: Chỉ số Xét nghiệm HbA1c tại giường,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Xét nghiệm HbA1C đầu ngón tại giường không đủ chính xác để sử dụng cho chẩn đoán ban đầu về bệnh tiểu đường.,01_daithaoduong.txt
163,Xét nghiệm máu,Test,C0018941,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Kiểm soát đái tháo đường có thể theo dõi bởi định lượng nồng độ trong máu của:,01_daithaoduong.txt
