source_name,source_type,source_cui,source_formatted_attributes,relation_type,target_name,target_type,target_cui,target_formatted_attributes,confidence,agreement_count,total_passes,evidence_span,source_document
cytomegalovirus,Cause,C0010825,,CAUSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.9,1,2,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
cắt lọc,Treatment,C0011079,,TREATS,loét chân do bệnh lý thần kinh,DiseaseSubtype,C0406526,,0.99,2,2,"Vì hầu hết bệnh nhân với loét này có ít hoặc không có tắc động mạch lớn, cắt lọc và kháng sinh thường xuyên thường dẫn tới liền thương tốt và có thể phòng tránh phẫu thuật lớn.",01_daithaoduong.txt
cắt vạt dạ dày,Treatment,C1960816,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.95,1,2,"Điều trị béo phì bằng phẫu thuật, chẳng hạn như cắt vạt dạ dày hoặc bắc cầu dạ dày, cũng dẫn đến giảm cân và cải thiện việc kiểm soát glucose (không phụ thuộc vào giảm cân) và giảm nguy cơ tim mạch ở bệnh nhân đái tháo đường",01_daithaoduong.txt
detemir,Drug,C0537270,,TREATS,tăng đường huyết,DiseaseSubtype,C0020456,,0.96,2,2,Hầu hết bệnh nhân nội trú có thể phù hợp điều trị với insulin nền kèm theo hoặc không bổ sung insulin tác dụng nhanh.,01_daithaoduong.txt
di truyền,RiskFactor,C0017398,,INCREASES_RISK_OF,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,"Có những yếu tố quyết định di truyền rõ ràng, bằng chứng là tỷ lệ hiện mắc cao ở người thân của người mắc bệnh.",01_daithaoduong.txt
di truyền,RiskFactor,C0017398,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,việc sản sinh ra insulin không được thực hiện do tình trạng phá hủy tế bào beta tuyến tụy tự miễn dịch có thể do quá trình tiếp xúc với môi trường ở những người dễ mắc bệnh di truyền gây khởi phát.,01_daithaoduong.txt
dung dịch dextrose,Drug,C0017725,rate: 75-150 mL/giờ,TREATS,bệnh tiểu đường,Disease,C0011849,,0.85,1,2,Có thể bắt đầu truyền tĩnh mạch dung dịch dextrose trước khi phẫu thuật với tốc độ 75 đến 150 mL/giờ và được chuẩn độ để duy trì đường huyết bình thường.,01_daithaoduong.txt
ghép tế bào đảo tụy,Treatment,C5784667,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Ghép tụy và ghép tế bào đảo tụy là phương pháp thay thế cung cấp insulin (11, 12); cả hai kỹ thuật đều cấy ghép tế bào beta sản xuất insulin một cách hiệu quả vào những bệnh nhân bị thiếu insulin (bị bệnh tiểu đường loại 1).",01_daithaoduong.txt
già hóa,RiskFactor,C0001811,,INCREASES_RISK_OF,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,0.8,1,2,"Suy giảm điều hòa glucose (Rối loạn dung nạp glucose, hoặc rối loạn glucose lúc đói - xem bảng Tiêu chuẩn chẩn đoán bệnh đái tháo đường và rối loạn điều hòa glucose) là trung gian, giai đoạn chuyển tiếp, tình trạng giữa chuyển hóa glucose bình thường và đái tháo đường, và trở nên phổ biến hơn với sự già hóa.",01_daithaoduong.txt
giá trị 2 giờ khi OGTT 75 g,Test,,glucose_load: 75 g; time_point: 2 giờ; time: 2 giờ,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,"Những người >= 35 tuổi và tất cả người lớn có các yếu tố nguy cơ bổ sung được mô tả ở trên nên được sàng lọc bệnh tiểu đường với mức FPG, HbA1C hoặc giá trị 2 giờ khi OGTT 75 g ít nhất 3 năm một lần miễn là glucose huyết tương các chỉ số đo là bình thường và ít nhất là hàng năm nếu kết quả cho thấy nồng độ đường huyết lúc đói bị suy giảm .",01_daithaoduong.txt
giám sát y tế chuyên sâu,Treatment,,,TREATS,Rối loạn ăn uống,Disease,C0013473,,0.99,2,2,Điều trị thường liên quan đến giám sát y tế chuyên sâu,01_daithaoduong.txt
giáo dục bệnh nhân,Treatment,C0030688,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,"Các yếu tố chính của điều trị cho tất cả bệnh nhân là giáo dục bệnh nhân, ăn kiêng, tập thể dục, giảm cân và theo dõi kiểm soát đường huyết.",01_daithaoduong.txt
giáo dục bệnh nhân,Treatment,C0030688,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,4,2,Cách tiếp cận này đòi hỏi phải giáo dục bệnh nhân chi tiết và thành công nhất khi được hướng dẫn bởi một chuyên gia dinh dưỡng có kinh nghiệm làm việc với bệnh nhân đái tháo đường.,01_daithaoduong.txt
giáo dục hoặc hiểu biết của bệnh nhân không đầy đủ,RiskFactor,,,INCREASES_RISK_OF,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.85,1,2,Những yếu tố này bao gồm việc giáo dục hoặc hiểu biết của bệnh nhân không đầy đủ dẫn đến sai sót trong sử dụng insulin,01_daithaoduong.txt
giảm chức năng thận,Complication,C1565489,,INCREASES_RISK_OF,nhiễm toan lactic,Complication,C0001125,,0.85,1,2,Metformin có thể gây nhiễm toan lactic ở bệnh nhân suy thận,01_daithaoduong.txt
glucose,Mechanism,C0017725,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.85,1,2,Có thể bắt đầu truyền tĩnh mạch dung dịch dextrose trước khi phẫu thuật với tốc độ 75 đến 150 mL/giờ và được chuẩn độ để duy trì đường huyết bình thường.,01_daithaoduong.txt
glucose huyết tương,Measurement,C0202042,,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Chẩn đoán bằng định lượng glucose huyết tương.,01_daithaoduong.txt
gluten và ngũ cốc,RiskFactor,,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.85,1,2,Tiếp xúc sớm (< 4 tháng) hoặc muộn (> 7 tháng) với gluten và ngũ cốc tăng sản xuất tự kháng thể đảo tụy.,01_daithaoduong.txt
hydrogel uống,Treatment,C4288711,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Một loại hydrogel uống có chứa cellulose và axit xitric khiến bệnh nhân cảm thấy no và ăn ít hơn có thể giúp giảm cân ở mức độ khiêm tốn ở những bệnh nhân tiền tiểu đường và tiểu đường.,01_daithaoduong.txt
hydrogel uống,Treatment,C4288711,,TREATS,tiền tiểu đường,Disease,C0362046,,0.99,2,2,Một loại hydrogel uống có chứa cellulose và axit xitric khiến bệnh nhân cảm thấy no và ăn ít hơn có thể giúp giảm cân ở mức độ khiêm tốn ở những bệnh nhân tiền tiểu đường và tiểu đường.,01_daithaoduong.txt
hạ đường huyết,DiseaseSubtype,C0020615,,HAS_SYMPTOM,triệu chứng hạ đường huyết,Symptom,,,0.99,2,2,"Bệnh nhân bị hạ đường huyết lặp đi lặp lại, đặc biệt là những người không xuất hiện các triệu chứng hạ đường huyết",01_daithaoduong.txt
hệ thống phân phối insulin tự động (AID),Treatment,C0336563,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.9,1,2,Chúng đặc biệt hữu ích ở những bệnh nhân đái tháo đường loại 1 và đối với những người bị hạ đường huyết không nhận biết hoặc hạ đường huyết về đêm.,01_daithaoduong.txt
insulin,Mechanism,C1533581,dose: 15 units,UNDERLIES,giai đoạn trăng mật,DiseaseSubtype,,,0.99,1,2,giai đoạn trăng mật) do quá trình tiết insulin được phục hồi một phần.,01_daithaoduong.txt
insulin nội sinh,Mechanism,,,UNDERLIES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.95,1,2,Nồng độ glucose huyết tương dễ biến đổi có thể xuất hiện ở bệnh nhân đái tháo đường loại 1 vì sản xuất insulin nội sinh gần như là hoàn toàn không có,01_daithaoduong.txt
insulin tác dụng nhanh,Drug,C0356365,,TREATS,tăng đường huyết,DiseaseSubtype,C0020456,,0.96,2,2,"Thay vì phán xét các lựa chọn và hành vi cá nhân, các bác sĩ lâm sàng phải liên tục củng cố nhu cầu kiểm soát đường huyết cẩn thận, đặc biệt là theo dõi đường huyết thường xuyên và sử dụng insulin tác dụng nhanh, liều thấp, thường xuyên khi cần thiết.",01_daithaoduong.txt
kháng insulin ngoại vi,Mechanism,,,UNDERLIES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Đái tháo đường là suy giảm bài tiết insulin và nồng độ kháng insulin ngoại vi thay đổi dẫn đến tăng đường huyết.,01_daithaoduong.txt
kháng sinh,DrugClass,C0003232,,TREATS,loét chân do bệnh lý thần kinh,DiseaseSubtype,C0406526,,0.99,2,2,"Vì hầu hết bệnh nhân với loét này có ít hoặc không có tắc động mạch lớn, cắt lọc và kháng sinh thường xuyên thường dẫn tới liền thương tốt và có thể phòng tránh phẫu thuật lớn.",01_daithaoduong.txt
kháng thể decarboxylase kháng axit glutamic,Test,C0443891,,DIAGNOSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1) có thể được kiểm tra sự hiện diện của tế bào tiểu đảo hoặc kháng thể decarboxylase kháng axit glutamic, trước khi khởi phát bệnh lâm sàng.",01_daithaoduong.txt
liệt dạ dày,Cause,C0152020,,CAUSES,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.99,2,2,"Nguyên nhân khác khiến nồng độ glucose trong huyết tương không ổn định gồm nhiễm trùng, liệt dạ dày (dẫn tới rối loạn hấp thu carbonhydrate) và bệnh nội tiết (ví dụ, bệnh Addison).",01_daithaoduong.txt
liệu pháp bơm insulin vòng kín,Treatment,,,TREATS,hạ đường huyết,DiseaseSubtype,C0020615,,0.85,1,2,liệu pháp bơm insulin vòng kín tăng cường cảm biến hoặc hỗn hợp là những công cụ hữu ích ở những người dao động giữa hạ đường huyết và tăng đường huyết.,01_daithaoduong.txt
liệu pháp bơm insulin vòng kín,Treatment,,,TREATS,tăng đường huyết,DiseaseSubtype,C0020456,,0.85,1,2,liệu pháp bơm insulin vòng kín tăng cường cảm biến hoặc hỗn hợp là những công cụ hữu ích ở những người dao động giữa hạ đường huyết và tăng đường huyết.,01_daithaoduong.txt
liệu pháp insulin,Treatment,C0021646,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,Tất cả bệnh nhân đái tháo đường loại 1 cần liệu pháp insulin.,01_daithaoduong.txt
loét,Complication,C0041582,,AFFECTS_ORGAN,chi dưới,Organ,C0023216,,0.99,2,2,"vết loét sâu hơn và dễ bị nhiễm trùng, đặc biệt là ở chi dưới.",01_daithaoduong.txt
lượng nitrat cao trong nước uống,RiskFactor,,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.95,1,2,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
metformin,Drug,C0025598,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.99,3,2,"Metformin an toàn, tiết kiệm chi phí và có bằng chứng mạnh mẽ nhất về việc ngăn ngừa bệnh tiểu đường.",01_daithaoduong.txt
metformin,Drug,C0025598,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,3,2,sau đó dùng thuốc hạ đường huyết không insulin (thường là metformin) nếu thay đổi lối sống không đủ.,01_daithaoduong.txt
"mức chất béo trung tính > 250 mg / dL [2,8 mmol / L]",Measurement,C1522137,Giá trị: > 250 mg/dL; alternative_value: 2.8; alternative_unit: mmol/L; alt_value: > 2.8; alt_unit: mmol/L,DEFINES_THRESHOLD_FOR,rối loạn lipid máu,Disease,C0242339,,0.99,2,2,"Rối loạn lipid máu (cholesterol lipoprotein mật độ cao [HDL] < 35 mg / dL [0,9 mmol / L] hoặc mức chất béo trung tính > 250 mg / dL [2,8 mmol / L])",01_daithaoduong.txt
mức tiêu thụ vitamin D thấp,RiskFactor,C0042870,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
nghiệm pháp dung nạp glucose đường uống [OGTT],Test,C0029161,,DIAGNOSES,Không dung nạp glucose,DiseaseSubtype,C0271650,,0.99,2,2,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
nghiệm pháp dung nạp glucose đường uống [OGTT],Test,C0029161,,DIAGNOSES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,OGTT là nhạy hơn cho chẩn đoán đái tháo đường và rối loạn dung nạp glucose,01_daithaoduong.txt
nghiệm pháp dung nạp glucose đường uống [OGTT],Test,C0029161,,DIAGNOSES,bệnh tiểu đường thai kỳ,DiseaseSubtype,C0085207,,0.99,2,2,"Do đó hiếm khi sử dụng để theo dõi thường xuyên, trừ khi chẩn đoán đái tháo đường thai kì và mục đích nghiên cứu.",01_daithaoduong.txt
nhiễm trùng,Cause,C3714514,,CAUSES,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.99,2,2,Nguyên nhân khác khiến nồng độ glucose trong huyết tương không ổn định gồm nhiễm trùng,01_daithaoduong.txt
orlistat,Drug,C0076275,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.8,1,2,"Orlistat, thuốc ức chế lipase tại ruột, giảm hấp thu thức ăn chứa mỡ ; thuốc giảm nồng độ lipid huyết thanh và thúc đẩy giảm cân.",01_daithaoduong.txt
phentermine/topiramate,Drug,C3475162,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.8,1,2,Phentermine/topiramate là một loại thuốc phối hợp làm giảm cảm giác thèm ăn thông qua nhiều cơ chế trong não.,01_daithaoduong.txt
pioglitazone,Drug,C0071097,,TREATS,bệnh gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C0400966,,0.95,1,2,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa,01_daithaoduong.txt
pioglitazone,Drug,C0071097,,TREATS,viêm gan nhiễm mỡ liên quan đến chuyển hóa,Disease,C3241937,,0.95,1,2,Thuốc chủ vận thụ thể GLP-1 và pioglitazone có thể được sử dụng ở những bệnh nhân mắc bệnh gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là bệnh gan nhiễm mỡ không do rượu) hoặc viêm gan nhiễm mỡ liên quan đến chuyển hóa (trước đây là viêm gan nhiễm mỡ không do rượu).,01_daithaoduong.txt
retrovirus,Cause,C0035366,,CAUSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.9,1,2,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
suy giảm bài tiết insulin,Mechanism,,,UNDERLIES,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Đái tháo đường là suy giảm bài tiết insulin,01_daithaoduong.txt
suy giảm bài tiết insulin,Mechanism,,,UNDERLIES,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,"Mặc dù kháng insulin là đặc trưng ở những người mắc bệnh tiểu đường loại 2 và những người có nguy cơ mắc bệnh này, nhưng cũng có bằng chứng về rối loạn chức năng tế bào beta và suy giảm bài tiết insulin tiến triển theo thời gian, bao gồm",01_daithaoduong.txt
suy thận,Disease,C1565489,,INCREASES_RISK_OF,nhiễm toan lactic,Complication,C0001125,,0.85,1,2,Metformin có thể gây nhiễm toan lactic ở bệnh nhân suy thận,01_daithaoduong.txt
sàng lọc,Test,,,DIAGNOSES,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.95,1,2,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
sàng lọc biến chứng đái tháo đường,Test,,,DIAGNOSES,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.95,1,2,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
sàng lọc biến chứng đái tháo đường,Test,,,DIAGNOSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,Tất cả bệnh nhân với đái tháo đường loại 1 nên bắt đầu sàng lọc biến chứng đái tháo đường sau thời điểm chẩn đoán 5 năm.,01_daithaoduong.txt
sản phẩm từ sữa,RiskFactor,C0010947,,INCREASES_RISK_OF,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
thiết bị chỉnh hình,Treatment,C0029365,,TREATS,khớp thần kinh,Disease,C0003892,,0.99,2,2,Một khớp thần kinh thường có thể được quản lý một cách thích hợp với các thiết bị chỉnh hình,01_daithaoduong.txt
thuốc chẹn hệ thống renin-angiotensin-aldosterone,DrugClass,,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,"Để ngăn ngừa các biến chứng, thường dùng thuốc chẹn hệ thống renin-angiotensin-aldosterone (thuốc ức chế men chuyển angiotensin hoặc thuốc ức chế thụ thể angiotensin II) và nhóm thuốc statin",01_daithaoduong.txt
thuốc gây hạ đường huyết,DrugClass,C0020616,,TREATS,hạ đường huyết,DiseaseSubtype,C0020615,,0.85,1,2,Các ứng cử viên tiềm năng để kiểm soát đường huyết chặt chẽ hơn bao gồm Bệnh nhân không được điều trị bằng thuốc gây hạ đường huyết,01_daithaoduong.txt
thuốc hạ đường huyết không insulin,DrugClass,C5676266,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.95,1,2,sau đó dùng thuốc hạ đường huyết không insulin (thường là metformin) nếu thay đổi lối sống không đủ.,01_daithaoduong.txt
thuốc hạ đường huyết đường uống,DrugClass,C5817333,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,3,2,Hầu hết bệnh nhân bị bệnh tiểu đường loại 2 chỉ được điều trị bằng thuốc hạ đường huyết đường uống đều duy trì nồng độ glucose chấp nhận được khi nhịn ăn và có thể không cần dùng insulin trong giai đoạn chu phẫu.,01_daithaoduong.txt
thuốc tâm thần,DrugClass,C0033978,,TREATS,Rối loạn ăn uống,Disease,C0013473,,0.99,2,2,"Điều trị thường liên quan đến giám sát y tế chuyên sâu kết hợp với can thiệp tâm lý xã hội (ví dụ, cố vấn hoặc nhóm hỗ trợ), liệu pháp cá nhân hoặc gia đình và thuốc tâm thần khi được chỉ định.",01_daithaoduong.txt
thuốc ức chế SGLT-2,DrugClass,C3838944,,TREATS,bệnh thận mạn tính,Cause,C1561643,,0.95,1,2,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
thuốc ức chế SGLT-2,DrugClass,C3838944,,TREATS,bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,0.95,1,2,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
thuốc ức chế SGLT-2,DrugClass,C3838944,,TREATS,suy tim,Complication,C0018801,,0.95,1,2,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
thuốc ức chế SGLT-2,DrugClass,C3838944,,TREATS,xơ vữa động mạch,Mechanism,C0004153,,0.95,1,2,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
thuốc ức chế TNF-alpha,DrugClass,,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,3,2,"Antithymocyte globulin (ATG), thuốc ức chế TNF-alpha (yếu tố hoại tử khối u-alpha) và abatacept (CTLA-4-Ig) đã cho thấy một số hứa hẹn trong việc bảo tồn chức năng tế bào beta ở bệnh đái tháo đường loại 1 mới khởi phát",01_daithaoduong.txt
thủy đậu,Treatment,C3464497,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.9,1,2,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
thử glucose máu,Test,C0587359,,DIAGNOSES,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.97,2,2,"Tiếp cận ban đầu là xem xét cẩn thận kĩ thuật tự chăm sóc, gồm bảo quản, tiêm insulin và thử glucose máu.",01_daithaoduong.txt
tirzepatide,Drug,C5139934,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.9,1,2,Bệnh nhân béo phì cũng có thể được hưởng lợi từ tác dụng giảm cân của liệu pháp thuốc chủ vận thụ thể GLP-1 hoặc từ việc sử dụng tirzepatide,01_daithaoduong.txt
tiêm vắc xin,Treatment,C0042196,,TREATS,SARS-CoV-2,Disease,C5203670,,0.99,1,2,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
tiêm vắc xin,Treatment,C0042196,,TREATS,Streptococcus pneumoniae,Disease,C0038410,,0.99,1,2,Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae,01_daithaoduong.txt
tiêm vắc xin,Treatment,C0042196,,TREATS,thủy đậu,Disease,C0008049,,0.99,1,2,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
tiêm vắc xin,Treatment,C0042196,,TREATS,vi rút cúm,Disease,C0021400,,0.99,1,2,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
tiêm vắc xin,Treatment,C0042196,,TREATS,viêm gan B,Disease,C0019163,,0.99,1,2,"Tất cả bệnh nhân mắc bệnh tiểu đường nên được tiêm vắc xin phòng ngừa Streptococcus pneumoniae, vi rút cúm, viêm gan B, thủy đậu và SARS-CoV-2 theo khuyến nghị tiêu chuẩn.",01_daithaoduong.txt
tiết insulin,Mechanism,C1256369,,UNDERLIES,giai đoạn trăng mật,DiseaseSubtype,,,0.9,1,2,giai đoạn trăng mật) do quá trình tiết insulin được phục hồi một phần.,01_daithaoduong.txt
tiết insulin,Mechanism,C1256369,,UNDERLIES,tăng đường huyết,DiseaseSubtype,C0020456,,0.99,2,2,Tăng đường huyết phát triển khi tiết insulin không đáp ứng đủ so với kháng insulin.,01_daithaoduong.txt
tăng nguy cơ,RiskFactor,C4699158,,INCREASES_RISK_OF,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
tăng tích lũy mỡ tạng và bụng,RiskFactor,,,INCREASES_RISK_OF,tăng đường huyết,DiseaseSubtype,C0020456,,0.8,1,2,"Nồng độ glucose cũng có thể trở lại bình thường kéo dài hơn, một phần vì tăng tích lũy mỡ tạng và bụng và giảm khối lượng cơ.",01_daithaoduong.txt
tăng đường huyết,DiseaseSubtype,C0020456,,LEADS_TO,Rối loạn chức năng miễn dịch,Complication,C0015674,,0.99,2,2,Rối loạn chức năng miễn dịch là một biến chứng lớn khác và phát triển từ những tác động trực tiếp của tăng đường huyết trên miễn dịch tế bào.,01_daithaoduong.txt
tăng đường huyết,DiseaseSubtype,C0020456,,LEADS_TO,biến chứng mạch máu,Complication,C0920165,,0.99,2,2,"Nhiều năm kiểm soát tăng đường huyết kém dẫn tới nhiều biến chứng mạch máu, ảnh hưởng tới mạch máu nhỏ (vi mạch), mạch lớn (mạch máu lớn), hoặc cả hai.",01_daithaoduong.txt
tăng đường huyết,DiseaseSubtype,C0020456,,LEADS_TO,tử vong,Complication,C1306577,,0.99,2,2,Tăng đường huyết nội trú có liên quan đến tăng tỷ lệ nhiễm trùng và tỷ lệ tử vong.,01_daithaoduong.txt
tư vấn dinh dưỡng,Treatment,C0582887,,TREATS,bệnh tiểu đường loại 2,DiseaseSubtype,C0011860,,0.99,2,2,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
tư vấn dinh dưỡng,Treatment,C0582887,,TREATS,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Đối với cả đái tháo đường loại 1 và loại 2, tư vấn dinh dưỡng với chuyên gia dinh dưỡng nên bổ sung cho tư vấn của bác sĩ",01_daithaoduong.txt
tập thể dục,Treatment,C0015259,,TREATS,bệnh tiểu đường,Disease,C0011849,,0.99,2,2,"Điều trị bằng chế độ ăn kiêng, tập thể dục và dùng thuốc làm giảm lượng glucose, bao gồm insulin, thuốc hạ đường huyết đường uống và thuốc tiêm không chứa insulin.",01_daithaoduong.txt
tế bào beta,Mechanism,C0030281,,AFFECTS_ORGAN,tuyến tụy,Organ,C0030274,,0.99,2,2,Quá trình phá hủy tế bào beta ở tuyến tụy tự miễn,01_daithaoduong.txt
tế bào beta,Mechanism,C0030281,,UNDERLIES,insulin,Mechanism,C1533581,dose: 15 units,0.99,2,2,cả hai kỹ thuật đều cấy ghép tế bào beta sản xuất insulin một cách hiệu quả,01_daithaoduong.txt
tế bào tiểu đảo,Test,C0063900,,DIAGNOSES,đái tháo đường Loại 1,DiseaseSubtype,C0011854,,0.99,2,2,"Những người có nguy cơ cao mắc bệnh tiểu đường loại 1 (ví dụ: anh chị em ruột và con cái của người mắc bệnh tiểu đường loại 1) có thể được kiểm tra sự hiện diện của tế bào tiểu đảo hoặc kháng thể decarboxylase kháng axit glutamic, trước khi khởi phát bệnh lâm sàng.",01_daithaoduong.txt
tự chăm sóc,Treatment,C0036592,,TREATS,đái tháo đường không ổn định,DiseaseSubtype,C0342302,,0.85,1,2,Tiếp cận ban đầu là xem xét cẩn thận kĩ thuật tự chăm sóc,01_daithaoduong.txt
