STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
87,Huyết áp tâm trương >= 80 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm trương; Giá trị: >=80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
88,Huyết áp tâm trương lúc nghỉ >= 80 mmHg,Measurement,Chưa có,Thông số: Huyết áp tâm trương lúc nghỉ; Giá trị: >=80 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Tăng huyết áp là tình trạng tăng liên tục của huyết áp tâm thu lúc nghỉ (>= 130 mmHg) hoặc huyết áp tâm trương lúc nghỉ (>= 80 mm Hg), hoặc cả hai.",01_tanghuyetap.txt
89,Hút thuốc lá,RiskFactor,C0453996,,Có liên quan đến,Phù mạch,Complication,C0002994,,Phù mạch phổ biến nhất ở những bệnh nhân có nguồn gốc châu Phi và những người hút thuốc.,02_thuocdieutri.txt
90,Hẹp hoặc tắc động mạch thận,Cause,Chưa có,stenosis_degree: > 70%,Là một phần của cơ chế,Kích thích giải phóng renin,Mechanism,Chưa có,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
91,Hẹp hoặc tắc động mạch thận,Cause,Chưa có,stenosis_degree: > 70%,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp,04_tanghuyetapdobenhlymachthan.txt
92,Hẹp lòng tiểu động mạch,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Ở thận, xơ vữa làm hẹp lòng tiểu động mạch, làm tăng tổng sức cản mạch ngoại vi, dẫn đến tăng huyết áp.",01_tanghuyetap.txt
93,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
94,Hẹp động mạch thận,Cause,C0035067,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
95,Hệ renin-angiotensin,Mechanism,C0035096,,Là thành phần sinh lý biến đổi trong,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
96,Hội chứng chuyển hóa,Disease,C0524620,,Làm tăng nguy cơ mắc,Đái tháo đường loại 2,Disease,C0011860,,thuốc lợi tiểu thúc đẩy hoặc làm trầm trọng thêm bệnh tiểu đường loại 2 ở bệnh nhân có hội chứng chuyển hóa.,02_thuocdieutri.txt
97,Hở van động mạch chủ,Cause,C0003504,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
98,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
99,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
100,Khám thực thể,Test,C0031809,,Dùng để đánh giá,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
101,Không tuân thủ điều trị,RiskFactor,C0746935,,Làm tăng nguy cơ mắc,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Việc không tuân thủ điều trị, đặc biệt vì cần phải điều trị suốt đời, có thể cản trở việc kiểm soát huyết áp thích hợp.",01_tanghuyetap.txt
102,Kích thích giải phóng renin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
103,Kích thích giải phóng renin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Hẹp động mạch hay tắc động mạch thận chính, động mạch thận phụ, hoặc bất kỳ nhánh nào của chúng có thể gây tăng huyết áp qua cơ chế kích thích giải phóng renin từ phức hợp cạnh cầu thận.",04_tanghuyetapdobenhlymachthan.txt
104,Kích thích thần kinh giao cảm,Mechanism,C0038996,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,Kích thích thần kinh giao cảm làm tăng huyết áp,01_tanghuyetap.txt
105,Kích thích thần kinh giao cảm,Mechanism,C0038996,,Là một phần của cơ chế,Renin,Mechanism,C0035094,,Hệ thần kinh giao cảm kích thích sự bài tiết renin,01_tanghuyetap.txt
106,Labetalol,Drug,C0022860,,Chống chỉ định cho,Hen suyễn,Disease,C0004096,,không nên sử dụng labetalol trong trường hợp tăng huyết áp cấp cứu ở bệnh nhân hen suyễn.,02_thuocdieutri.txt
107,Labetalol,Drug,C0022860,,Điều trị,Nhồi máu cơ tim,Disease,C0027051,,Labetalol được dùng cho phụ nữ có thai có những rối loạn nội sọ đòi hỏi kiểm soát huyết áp và sau nhồi máu cơ tim.,02_thuocdieutri.txt
108,Labetalol,Drug,C0022860,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
109,Liệu pháp kích hoạt Baroreflex,Treatment,C3898150,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Liệu pháp kích hoạt Baroreflex đã được đề xuất để kiểm soát tình trạng tăng huyết áp kháng thuốc,01_tanghuyetap.txt
110,Liệu pháp phối hợp 2 thuốc chống tăng huyết áp,Treatment,Chưa có,,Điều trị,Tăng huyết áp nặng,DiseaseSubtype,C5395247,,liệu pháp phối hợp 2 thuốc chống tăng huyết áp đường uống (đối với tăng huyết áp nặng),02_thuocdieutri.txt
111,Lo lắng,Cause,C0003467,,Là nguyên nhân gây ra,Tăng huyết áp khẩn cấp,DiseaseSubtype,C0745138,,Lo lắng cho đến nay là nguyên nhân phổ biến nhất của tình trạng tăng huyết áp khẩn cấp.,02_thuocdieutri.txt
112,Lượng natri cao,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"tuy nhiên, ở những bệnh nhân trên 65 tuổi, lượng natri cao có nhiều khả năng gây tăng huyết áp.",01_tanghuyetap.txt
113,"Na+, K+-ATPase",Mechanism,C1149024,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Trong nhiều trường hợp tăng huyết áp, quá trình vận chuyển natri qua màng tế bào mạch máu trở nên bất thường vì bơm natri-kali (Na+, K+-ATPase) bị khiếm khuyết hoặc bị ức chế",01_tanghuyetap.txt
114,Nam giới,RiskFactor,C1706180,,Làm tăng nguy cơ mắc,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới,01_tanghuyetap.txt
115,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Nguyên nhân thứ phát gây tăng huyết áp,Cause,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
116,Ngưng thở khi ngủ,Cause,C0037315,,Là nguyên nhân gây ra,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,"Ngưng thở khi ngủ, bệnh thận mạn tính hoặc hẹp động mạch thận là những nguyên nhân khác gây tăng huyết áp thứ phát.",01_tanghuyetap.txt
117,Người da đen không phải gốc Tây Ban Nha,RiskFactor,Chưa có,,Có tỷ lệ mắc cao hơn ở,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,"Nhóm bệnh nhân này có thể chiếm từ 10% đến 30% dân số trưởng thành và phổ biến hơn ở nam giới, người da đen không phải gốc Tây Ban Nha và những người mắc bệnh tiểu đường.",01_tanghuyetap.txt
118,Nhiễm độc giáp,Cause,C0040156,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
119,Nhóm thuốc điều trị tăng huyết áp,DrugClass,C0003364,,Điều trị,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
120,Nhóm thuốc điều trị tăng huyết áp,DrugClass,C0003364,,Điều trị,Tăng huyết áp khi mang thai,DiseaseSubtype,C0852036,,Điều trị tăng huyết áp khi mang thai đòi hỏi phải lựa chọn thuốc cẩn thận vì một số loại thuốc hạ huyết áp có thể gây hại cho thai nhi.,01_tanghuyetap.txt
121,Nicardipine,Drug,C0028005,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
122,Nicardipine,Drug,C0028005,,Điều trị,Tăng huyết áp sau phẫu thuật,DiseaseSubtype,C0919726,,Nicardipine thường được sử dụng cho cao huyết áp sau mổ và trong thai kỳ.,02_thuocdieutri.txt
123,Nitroglycerin,Drug,C0017887,,Điều trị,Nhồi máu cơ tim cấp,Disease,C0155626,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
124,Nitroglycerin,Drug,C0017887,,Điều trị,Nhồi máu cơ tim cấp tính,Complication,C0155626,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
125,Nitroglycerin,Drug,C0017887,,Điều trị,Phù phổi cấp,Disease,C0155919,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
126,Nitroglycerin,Drug,C0017887,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
127,Nitroglycerin,Drug,C0017887,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Giảm huyết áp động mạch trung bình khoảng 20 đến 25% trong giờ đầu tiên bằng cách sử dụng thuốc theo đường tĩnh mạch có thể chuẩn độ, tác dụng ngắn như clevidipine, nitroglycerin, fenoldopam, nicardipine hoặc labetalol.",02_thuocdieutri.txt
128,Nitroglycerin,Drug,C0017887,,Điều trị,Đau thắt ngực không ổn định,Disease,C0002965,,"Nó có thể được sử dụng để kiểm soát tăng huyết áp trong và sau phẫu thuật bắc cầu động mạch vành, nhồi máu cơ tim cấp, đau thắt ngực không ổn định và phù phổi cấp.",02_thuocdieutri.txt
129,Nitroprusside,Drug,C0028193,,Điều trị,Bóc tách động mạch chủ,Disease,C0340643,,"Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp, và với thuốc chẹn beta, cho bệnh nhân tách thành động mạch chủ.",02_thuocdieutri.txt
130,Nitroprusside,Drug,C0028193,,Điều trị,Bệnh não do tăng huyết áp,Disease,C0151620,,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
131,Nitroprusside,Drug,C0028193,,Điều trị,Bệnh não tăng huyết áp,Complication,C0151620,,Nitroprusside cũng được sử dụng cho bệnh não do tăng huyết áp,02_thuocdieutri.txt
132,Nitroprusside,Drug,C0028193,,Điều trị,Suy tim mất bù cấp tính,Disease,Chưa có,,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
133,Nitroprusside,Drug,C0028193,,Điều trị,Tăng huyết áp,Disease,C0020538,,Thuốc này chủ yếu được sử dụng cho những bệnh nhân bị suy tim mất bù cấp tính và tăng huyết áp.,02_thuocdieutri.txt
134,Nitroprusside,Drug,C0028193,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Các loại thuốc điều trị bước đầu thông thường bao gồm nitroprusside, fenoldopam, nicardipine và labetalol .",02_thuocdieutri.txt
135,Nong mạch qua da,Treatment,C5942440,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
136,Nong mạch qua da,Treatment,C5942440,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,"Đối với hầu hết bệnh nhân bị loạn sản xơ cơ động mạch thận, phương pháp nong mạch qua da (PTA) được khuyến nghị.",04_tanghuyetapdobenhlymachthan.txt
137,Nong mạch qua da,Treatment,C5942440,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
138,Norepinephrine,Mechanism,C0028351,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"sự ức chế cơ chế này cũng có thể làm tăng tác dụng của norepinephrine, gây tăng huyết áp.",01_tanghuyetap.txt
139,Nồng độ natri và canxi nội bào,Mechanism,Chưa có,,Là một phần của cơ chế,Kích thích thần kinh giao cảm,Mechanism,C0038996,,"Kết quả là lượng natri và canxi nội bào tăng lên, khiến tế bào nhạy cảm hơn với kích thích thần kinh giao cảm.",01_tanghuyetap.txt
140,Phác đồ 2 loại thuốc,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nếu không đạt được huyết áp mục tiêu bằng 2 loại thuốc, một loại thuốc thứ ba trong số các loại thuốc ban đầu sẽ được thêm vào.",01_tanghuyetap.txt
141,Phác đồ >= 4 loại thuốc hạ huyết áp,Treatment,Chưa có,Thông số: Số lượng thuốc; min_value: 4,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,"Đối với tăng huyết áp kháng trị (huyết áp vẫn cao hơn mục tiêu mặc dù sử dụng 3 loại thuốc hạ huyết áp khác nhau), thường cần từ 4 loại thuốc trở lên.",01_tanghuyetap.txt
142,Phân tích nước tiểu,Test,C0042014,,Dùng để chẩn đoán,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,"Chẩn đoán bằng cách đo huyết áp, ECG, phân tích nước tiểu, đo điện giải và creatinine trong huyết thanh.",02_thuocdieutri.txt
143,Phân tích nước tiểu,Test,C0042014,,Dùng để đánh giá,Tăng huyết áp,Disease,C0020538,,"Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu; nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
144,Phẫu thuật,Treatment,C0543467,,Điều trị,Bệnh mạch thận,Cause,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
145,Phẫu thuật,Treatment,C0543467,,Điều trị,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Điều trị bằng thuốc và đôi khi tái thông mạch máu bằng nong mạch qua da hoặc phẫu thuật.,04_tanghuyetapdobenhlymachthan.txt
146,Phẫu thuật bắc cầu bằng tĩnh mạch hiển,Treatment,Chưa có,,Điều trị,Loạn sản xơ cơ động mạch thận,Disease,C0155761,,Phẫu thuật bắc cầu bằng tĩnh mạch hiển được khuyến cáo chỉ khi bệnh nặng ở những nhánh của động mạch thận mà PTA không thể thực hiện được.,04_tanghuyetapdobenhlymachthan.txt
147,Phẫu thuật mạch thận,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,các phương pháp điều trị các nguyên nhân thứ phát (ví dụ phẫu thuật mạch thận) để khôi phục lại huyết áp bình thường,01_tanghuyetap.txt
148,Renin,Mechanism,C0035094,,Là cơ chế sinh bệnh học của,Angiotensin II,Mechanism,C3714928,,"Renin, một enzym được hình thành trong phức hợp cận cầu thận, xúc tác quá trình chuyển đổi angiotensinogen thành angiotensin I.",01_tanghuyetap.txt
149,Renin,Mechanism,C0035094,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,Hẹp (> 70%) hoặc tắc động mạch thận có thể gây tăng huyết áp bằng cách kích thích sự giải phóng renin,04_tanghuyetapdobenhlymachthan.txt
150,Rò động-tĩnh mạch,Cause,C0003855,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
151,Rối loạn chức năng tế bào nội mô,Mechanism,C0856169,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Do đó, rối loạn chức năng tế bào nội mô ảnh hưởng lớn đến huyết áp.",01_tanghuyetap.txt
152,Siêu âm,Test,C0041618,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
153,Siêu âm,Test,C0041618,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Nếu nghi ngờ tăng huyết áp do mạch thận, siêu âm, chụp cộng hưởng từ hoặc chụp CT mạch là những kiểm tra ban đầu không xâm lấn hợp lý.",04_tanghuyetapdobenhlymachthan.txt
154,Siêu âm Doppler,Test,C0162481,,Dùng để chẩn đoán,Bệnh mạch thận,Cause,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
155,Siêu âm Doppler,Test,C0162481,,Dùng để chẩn đoán,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,"Chẩn đoán bằng cách khám thực thể và chẩn đoán hình ảnh thận bằng siêu âm doppler, chụp CT mạch máu hoặc chụp cộng hưởng từ mạch máu.",04_tanghuyetapdobenhlymachthan.txt
156,Siêu âm thận,Test,C0203408,,Dùng để chẩn đoán nguyên nhân của,Tăng huyết áp,Disease,C0020538,,"nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
157,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Phì đại thất trái,DiseaseSubtype,C0149721,,"Khi quan sát thấy phì đại thất trái trên ECG, siêu âm tim thường sẽ được thực hiện.",01_tanghuyetap.txt
158,Soi đáy mắt,Test,Chưa có,,Dùng để chẩn đoán,Bệnh võng mạc tăng huyết áp độ 1-2,DiseaseSubtype,Chưa có,,"Khám thực thể tập trung vào các cơ quan đích, bao gồm khám thần kinh, soi đáy mắt và khám tim mạch.",02_thuocdieutri.txt
159,Thay đổi chế độ ăn uống,Treatment,C0086153,,Điều trị,Rối loạn lipid máu,Disease,C0242339,,"Sự thay đổi chế độ ăn cũng giúp kiểm soát đái tháo đường, béo phì và rối loạn lipid máu.",01_tanghuyetap.txt
160,Thay đổi chế độ ăn uống,Treatment,C0086153,,Điều trị,Đái tháo đường,Disease,C0011849,,Sự thay đổi chế độ ăn cũng giúp kiểm soát đái tháo đường,01_tanghuyetap.txt
161,Thay đổi điều trị bằng thuốc,Treatment,C0580105,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Để đạt được mức kiểm soát huyết áp đầy đủ thường đòi hỏi phải đánh giá nhiều lần và thay đổi điều trị bằng thuốc.,01_tanghuyetap.txt
162,Theo dõi huyết áp lưu động,Test,C0242876,,Dùng để chẩn đoán,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
163,Theo dõi huyết áp lưu động,Test,C0242876,,Dùng để chẩn đoán,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
164,Thuốc chẹn alpha-1 sau synap,DrugClass,Chưa có,,Điều trị,phì đại tuyến tiền liệt,Disease,C1704272,,"Tuy nhiên, thuốc chẹn alpha-1 sau synap có thể được sử dụng ở những bệnh nhân bị phì đại tuyến tiền liệt",02_thuocdieutri.txt
165,Thuốc chẹn beta,DrugClass,C0001645,,Chống chỉ định cho,Hen suyễn,Disease,C0004096,,Thuốc chẹn beta thường nên tránh dùng ở những bệnh nhân bị hen suyễn,02_thuocdieutri.txt
166,Thuốc chẹn beta,DrugClass,C0001645,,Điều trị,Bóc tách động mạch chủ,Disease,C0340643,,"với thuốc chẹn beta, cho bệnh nhân tách thành động mạch chủ.",02_thuocdieutri.txt
167,Thuốc chẹn beta,DrugClass,C0001645,,Điều trị,Nhồi máu cơ tim,Disease,C0027051,,"Tuy nhiên, các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực, nhồi máu cơ tim trước đó hoặc suy tim.",02_thuocdieutri.txt
168,Thuốc chẹn beta,DrugClass,C0001645,,Điều trị,Suy tim,Complication,C0018801,,"Tuy nhiên, các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực, nhồi máu cơ tim trước đó hoặc suy tim.",02_thuocdieutri.txt
169,Thuốc chẹn beta,DrugClass,C0001645,,Điều trị,Tăng huyết áp,Disease,C0020538,,Thuốc chẹn beta không phải là thuốc bước đầu trong điều trị tăng huyết áp.,02_thuocdieutri.txt
170,Thuốc chẹn beta,DrugClass,C0001645,,Điều trị,Đau thắt ngực,Disease,C0002963,,"các loại thuốc này có thể hữu ích ở những bệnh nhân tăng huyết áp có các rối loạn khác có thể được hưởng lợi từ thuốc chẹn beta, chẳng hạn như đau thắt ngực",02_thuocdieutri.txt
171,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
172,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,Tăng huyết áp do renin thấp nhạy cảm với muối,DiseaseSubtype,Chưa có,,thuốc chẹn kênh canxi hoặc thuốc lợi tiểu thiazide ban đầu vì những loại thuốc này hiệu quả hơn đối với những bệnh nhân bị tăng huyết áp do renin thấp nhạy cảm với muối,01_tanghuyetap.txt
173,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,Đau thắt ngực,Disease,C0002963,,Thuốc chẹn kênh canxi được ưu tiên sử dụng hơn thuốc chẹn beta ở những bệnh nhân bị đau thắt ngực,02_thuocdieutri.txt
174,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Ưu tiên chỉ định cho,Hội chứng Raynaud,Disease,C0034734,,"Thuốc chẹn kênh canxi được ưu tiên sử dụng hơn thuốc chẹn beta ở những bệnh nhân bị đau thắt ngực cũng có bệnh co thắt phế quản, co thắt động mạch vành hoặc hội chứng Raynaud.",02_thuocdieutri.txt
175,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Ưu tiên chỉ định cho,Đau thắt ngực,Disease,C0002963,,thuốc chẹn kênh canxi cho bệnh nhân đau thắt ngực,01_tanghuyetap.txt
176,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II",01_tanghuyetap.txt
177,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Ưu tiên chỉ định cho,Đái tháo đường,Disease,C0011849,,thuốc ức chế ACE hoặc ARB cho bệnh nhân tiểu đường,01_tanghuyetap.txt
178,Thuốc chẹn thụ thể angiotensin (ARB),DrugClass,C0521942,,Điều trị,Bệnh thận do đái tháo đường loại 1,DiseaseSubtype,C0836995,,Hai loại thuốc này có tác dụng tương đương ở bệnh nhân bị suy thất trái hoặc bệnh thận do đái tháo đường loại 1.,02_thuocdieutri.txt
179,Thuốc chẹn thụ thể angiotensin (ARB),DrugClass,C0521942,,Điều trị,Suy thất trái,DiseaseSubtype,C0023212,,Hai loại thuốc này có tác dụng tương đương ở bệnh nhân bị suy thất trái,02_thuocdieutri.txt
