STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
92,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
93,Thuốc lá,RiskFactor,C0543414,,Là yếu tố nguy cơ của,Hạn chế luồng khí,Sign,C0024117,,Khuyến khích cai thuốc lá,02_dieutri.txt
94,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
95,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Làm giảm,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
96,Thuốc ức chế Phosphodiesterase-4,DrugClass,C2936609,,Làm giảm,Hạn chế luồng khí,Sign,C0024117,,Các chất ức chế Phosphodiesterase-4 như roflumilast có thể được sử dụng cùng với các thuốc giãn phế quản khác để giảm đợt cấp ở những bệnh nhân mắc bệnh COPD,02_dieutri.txt
97,Tập luyện kháng lực chi trên,Treatment,Chưa có,,Cải thiện chức năng vận động,COPD rất nặng,DiseaseSubtype,Chưa có,,Tập luyện với kháng lực chi trên giúp bệnh nhân làm các công việc hàng ngày,02_dieutri.txt
98,Tập thể dục,Treatment,C0015259,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,tập thể dục để ngăn ngừa hoặc đảo ngược tình trạng suy dinh dưỡng và teo cơ.,02_dieutri.txt
99,Tập thể dục,Treatment,C0015259,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,"Bệnh nhân COPD rất nặng thường có thể đạt được một chế độ tập thể dục đi bộ trong 30 phút ở tốc độ 1 đến 2 mph (1,6 đến 3,2 km/giờ).",02_dieutri.txt
100,Tự tập thể dục,Treatment,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tối ưu hóa việc sử dụng các biện pháp hỗ trợ (như dinh dưỡng, phục hồi chức năng hô hấp, tự tập thể dục).",02_dieutri.txt
101,Van nội phế quản,Treatment,C3880733,,Điều trị,Khí phế thũng,DiseaseSubtype,C0034067,,Van nội phế quản được đưa vào bằng ống soi phế quản và gây xẹp phổi ở các vùng đích có phế thũng của phổi,02_dieutri.txt
102,Van nội phế quản,Treatment,C3880733,,Điều trị,Phế thũng,Disease,C0034067,,Van nội phế quản được đưa vào bằng ống soi phế quản và gây xẹp phổi ở các vùng đích có phế thũng của phổi,02_dieutri.txt
103,Varenicline,Drug,C1569608,,Hỗ trợ,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tỷ lệ cai thuốc nhìn chung thấp ở những bệnh nhân mắc COPD, ngay cả khi có những biện pháp can thiệp hiệu quả nhất, chẳng hạn như sử dụng bupropion phối hợp với thay thế nicotin hoặc chỉ sử dụng varenicline.",02_dieutri.txt
104,Viêm phế quản mạn tính,Disease,C0008677,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,bệnh nhân mắc bệnh COPD có triệu chứng kèm theo viêm phế quản mạn tính,02_dieutri.txt
105,Vắc-xin phế cầu khuẩn,Treatment,C0358314,,Điều trị,Viêm phổi mắc phải tại cộng đồng,Disease,C0694549,,Nên tiêm vắc-xin phế cầu khuẩn vì vắc xin này có hiệu quả trong việc làm giảm bệnh viêm phổi mắc phải tại cộng đồng,02_dieutri.txt
106,X-quang ngực,Test,C0039985,,Dùng để chẩn đoán,Kén khí,DiseaseSubtype,C0241982,,Phim chụp X-quang ngực và chụp CT tuần tự là những thủ thuật hữu ích nhất để xác định xem tình trạng chức năng của bệnh nhân là do phổi còn sống bị chèn ép bởi kén khí hay do khí thũng toàn thể.,02_dieutri.txt
107,X-quang ngực và CT,Test,Chưa có,,Dùng để chẩn đoán,Kén khí,DiseaseSubtype,C0241982,,Phim chụp X-quang ngực và chụp CT tuần tự là những thủ thuật hữu ích nhất để xác định xem tình trạng chức năng của bệnh nhân là do phổi còn sống bị chèn ép bởi kén khí,02_dieutri.txt
108,Độ bão hòa oxy,Test,C0483415,,Dùng để theo dõi,COPD rất nặng,DiseaseSubtype,Chưa có,,"Độ bão hòa oxy được theo dõi, và oxy bổ sung được cung cấp khi cần thiết.",02_dieutri.txt
109,Ống thuốc hít dạng bột khô,Treatment,C3853847,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Để điều trị tại nhà đối với bệnh mạn tính ổn định, sử dụng thuốc bằng ống hít định liều hoặc ống hít bột khô được ưu tiên hơn là dùng bằng máy khí dung",02_dieutri.txt
