STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
91,Hội chứng Sjögren,Disease,C1527336,,Có thể gây ra triệu chứng giống,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
92,Hội chứng Sjögren,Disease,C1527336,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
93,Ipratropium,Drug,C0027235,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Ipratropium, thuốc kháng cholinergic, có hiệu quả trong đợt cấp của COPD",03_dieutridotcap.txt
94,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
95,Khám thực thể,Test,C0031809,,Gợi ý,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
96,Kháng sinh,DrugClass,C0003232,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,Kháng sinh được khuyến nghị để điều trị đợt cấp ở bệnh nhân có đờm mủ.,03_dieutridotcap.txt
97,Kháng sinh,DrugClass,C0003232,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Sử dụng kháng sinh nếu bệnh nhân có đợt cấp và đờm mủ.,03_dieutridotcap.txt
98,Khí dung liên tục,Treatment,C5670081,,Điều trị,Co thắt phế quản nặng,DiseaseSubtype,Chưa có,,"Trong trường hợp co thắt phế quản nặng, không đáp ứng, đôi khi có thể sử dụng phương pháp điều trị bằng khí dung liên tục.",03_dieutridotcap.txt
99,Khí phế thũng,DiseaseSubtype,C0034067,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
100,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
101,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
102,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Là yếu tố nguy cơ của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
103,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
104,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
105,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
106,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,đều cần bổ sung oxy trong đợt cấp.,03_dieutridotcap.txt
107,Liệu pháp oxy lưu lượng cao qua mũi (HFNC),Treatment,C4761117,,Điều trị,Suy hô hấp cấp,Disease,C0264490,,Cũng đã sử dụng liệu pháp oxy qua mũi với lưu lượng cao cho bệnh nhân suy hô hấp cấp do đợt cấp của COPD,03_dieutridotcap.txt
108,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
109,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
110,Macrolide,DrugClass,C0003240,,Dự phòng,Đợt cấp,DiseaseSubtype,C2919376,,"Ở những bệnh nhân có nhiều đợt cấp, sử dụng macrolide kéo dài làm giảm tần số đợt cấp",03_dieutridotcap.txt
111,Macrolide,DrugClass,C0003240,,Điều trị,Đợt cấp bệnh phổi,Disease,Chưa có,,"Ở những bệnh nhân có nhiều đợt cấp, sử dụng macrolide kéo dài làm giảm tần số đợt cấp",03_dieutridotcap.txt
112,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
113,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
114,Nhiễm trùng đường hô hấp,Disease,C0035243,,Dẫn đến biến chứng,Phá hủy phổi,Complication,C3472385,,Nhiễm trùng đường hô hấp (bệnh mà bệnh nhân COPD dễ mắc phải) có thể làm tăng tiến triển tình trạng phá hủy phổi.,01_copd.txt
115,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
116,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
117,"pH máu < 7,30",Measurement,Chưa có,Thông số: pH máu; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp hen suyễn nặng,Complication,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
118,"pH máu < 7,30",Measurement,Chưa có,Thông số: pH máu; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp nặng,DiseaseSubtype,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
119,"pH máu động mạch < 7,30",Measurement,Chưa có,Thông số: pH máu động mạch; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp hen suyễn nặng,Complication,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
120,"pH máu động mạch < 7,30",Measurement,Chưa có,Thông số: pH máu động mạch; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp nặng,DiseaseSubtype,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
121,Phá hủy giường mao mạch phổi,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Tăng áp lực mạch máu phổi có thể tăng lên do sự phá huỷ của giường mao mạch phổi,01_copd.txt
122,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
123,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
124,Phù phổi,Disease,C0034063,,Là nguyên nhân gây ra,Tăng carbon dioxide,Disease,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
125,Phù phổi,Disease,C0034063,,Là nguyên nhân gây ra,Tăng CO2 máu,Mechanism,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
126,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
127,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
128,Phục hồi chức năng hô hấp,Treatment,C0199529,,Cải thiện triệu chứng cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
129,Phục hồi chức năng hô hấp,Treatment,C0199529,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
130,Protease,Mechanism,C5200997,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Các protease tại phổi, như elastase của bạch cầu trung tính, metalloproteinase của gian bào, và cathepsin, làm giảm elastin và mô liên kết trong quá trình sửa chữa mô thông thường.",01_copd.txt
131,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
132,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
133,Rối loạn hô hấp ở trẻ em,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
134,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh lý van tim,Disease,C0018824,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
135,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh tâm thất trái,Disease,C5686755,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
136,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Siêu âm tim đôi khi hữu ích để đánh giá chức năng thất phải và tăng áp động mạch phổi,01_copd.txt
137,Siêu âm tại giường (POCUS),Test,C5396784,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Siêu âm tại giường (POCUS) có thể là một thủ thuật bổ trợ hữu ích để chẩn đoán nhanh viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
138,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
139,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
140,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
141,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
142,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
143,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Góp phần gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
144,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
145,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
146,Thuốc an thần giảm nhẹ,DrugClass,C2878220,,Hỗ trợ chăm sóc cuối đời cho,COPD nặng,DiseaseSubtype,C0730607,,"Đối với những bệnh nhân mắc COPD nặng, hãy chủ động giải quyết vấn đề chăm sóc cuối đời, bao gồm các ưu tiên về thở máy và thuốc an thần giảm nhẹ.",03_dieutridotcap.txt
147,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Hẹp đường dẫn khí,Mechanism,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
148,Thuốc chủ vận beta,DrugClass,C0001644,,Điều trị,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
149,Thuốc chủ vận beta tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Thuốc chủ vận beta tác dụng ngắn dạng hít là nền tảng của điều trị bằng thuốc trong các đợt cấp tính.,03_dieutridotcap.txt
150,Thuốc chủ vận beta tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Thuốc chủ vận beta tác dụng ngắn dạng hít là nền tảng của điều trị bằng thuốc trong các đợt cấp tính.,03_dieutridotcap.txt
151,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
152,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
153,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
154,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
155,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
156,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
157,Thuốc kháng cholinergic,DrugClass,C0242896,,Điều trị,Hẹp đường dẫn khí,Mechanism,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
158,Thuốc kháng cholinergic,DrugClass,C0242896,,Điều trị,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,"Các thuốc chủ vận beta và thuốc kháng cholinergic, có hoặc không có corticosteroid, nên được bắt đầu đồng thời với liệu pháp oxy (bất kể cách dùng oxy) với mục đích làm giảm sự tắc nghẽn đường thở.",03_dieutridotcap.txt
159,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
160,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
161,Thông khí cơ học,Treatment,C0199470,,Điều trị,COPD nặng,DiseaseSubtype,C0730607,,"Đối với những bệnh nhân mắc COPD nặng, hãy chủ động giải quyết vấn đề chăm sóc cuối đời, bao gồm các ưu tiên về thở máy",03_dieutridotcap.txt
162,Thông khí cơ học,Treatment,C0199470,,Điều trị,Suy hô hấp cấp,Disease,C0264490,,Dù quá lo lắng đến sự phụ thuộc của máy thở cũng không nên trì hoãn việc điều trị suy hô hấp cấp; nhiều bệnh nhân cần thông khí cơ học có thể trở lại tình trạng sức khỏe với mức như trước khi bị đợt cấp.,03_dieutridotcap.txt
163,Thông khí không xâm lấn (NIV),Treatment,C2349740,,Điều trị,Tăng CO2 máu mạn tính nặng,DiseaseSubtype,Chưa có,,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
164,Thông khí không xâm lấn về đêm,Treatment,Chưa có,,Điều trị,Tăng CO2 mạn tính nặng,Disease,Chưa có,,"Ở những bệnh nhân bị tăng CO2 mạn tính nặng phải nhập viện vì đợt cấp, thông khí không xâm lấn về đêm làm giảm tình trạng tăng CO2 máu",03_dieutridotcap.txt
165,Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,Điều trị,Đợt cấp hen suyễn nặng,Complication,C3872851,,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
166,Thông khí áp lực dương không xâm lấn,Treatment,C3164735,,Điều trị,Đợt cấp nặng,DiseaseSubtype,C3872851,,"Thông khí không xâm lấn dường như làm giảm nhu cầu đặt nội khí quản, giảm thời gian nằm viện và giảm tỷ lệ tử vong ở những bệnh nhân bị đợt cấp nặng",03_dieutridotcap.txt
167,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
168,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
169,Tiêu chuẩn chẩn đoán viêm phế quản mạn tính: ho có đờm >= 3 tháng/năm trong 2 năm liên tiếp,Measurement,Chưa có,Thông số: Thời gian ho có đờm; min_value: 3; duration: 2 năm liên tiếp,Xác định ngưỡng chẩn đoán cho,Viêm phế quản mạn tính,Disease,C0008677,,Viêm phế quản mạn tính được định nghĩa là ho có đờm trong hầu hết các ngày trong tuần ít nhất là 3 tháng trong 2 năm liên tiếp.,01_copd.txt
170,Tiếp xúc chất kích thích hô hấp,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
171,TNF-alpha,Mechanism,C1456820,,Liên quan đến,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm cân có thể xảy ra, có lẽ là do không đủ lượng calo nạp vào và tăng mức độ lưu hành của yếu tố hoại tử khối u (TNF)-alpha.",01_copd.txt
172,Trimethoprim/sulfamethoxazole,Drug,C0041044,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,"Trimethoprim/sulfamethoxazole, amoxicillin hoặc doxycycline được cho dùng trong 7 ngày đến 14 ngày.",03_dieutridotcap.txt
173,Trọng lượng cơ thể thấp,RiskFactor,C0041667,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Trọng lượng cơ thể thấp và rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
174,Trọng lượng cơ thể thấp,RiskFactor,C0041667,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Trọng lượng cơ thể thấp và rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
175,Trục lệch phải > 110°,Measurement,Chưa có,Thông số: Trục điện tim; Giá trị: >110 độ,Là dấu hiệu gợi ý,Phì đại thất phải,DiseaseSubtype,C0162770,,Dấu hiệu phì đại thất phải bao gồm sóng R hoặc R′ cao bằng hoặc cao hơn sóng S ở chuyển đạo V1; sóng R nhỏ hơn sóng S ở chuyển đạo V6; trục lệch phải > 110° không có blốc nhánh phải; hoặc phối hợp nào đó của những dấu hiệu này.,01_copd.txt
