STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
94,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy hô hấp cấp tính,Disease,C0264490,,Tử vong thường do suy hô hấp cấp,01_copd.txt
95,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Suy tim phải,Complication,C0235527,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi, các đợt cấp mất bù thường xuyên, suy tim phải và/hoặc suy hô hấp cấp hoặc mạn tính.",01_copd.txt
96,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
97,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
98,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Thiếu oxy máu,Complication,C0700292,,Công việc thở nhiều hơn có thể dẫn đến giảm thông khí phế nang với tình trạng thiếu oxy,01_copd.txt
99,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Tràn khí màng phổi,Disease,C0032326,,"Các trường hợp nặng có thể có biến chứng do giảm cân, tràn khí màng phổi",01_copd.txt
100,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Dẫn đến biến chứng,Tràn khí màng phổi tự phát,Complication,C0149781,,Có thể xảy ra tràn khí màng phổi tự phát (có thể liên quan đến vỡ kén khí) và nên nghi ngờ ở bất cứ bệnh nhân nào bị COPD có tình trạng phổi đột ngột nặng lên.,01_copd.txt
101,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,gây ra,Tâm phế mạn,Complication,C0238074,,"Các dấu hiệu của bệnh tâm phế bao gồm giãn tĩnh mạch cổ, tiếng tim thứ hai tách đôi với phần tiếng van động mạch phổi nổi bật, tiếng thổi do suy van ba lá và phù ngoại biên.",01_copd.txt
102,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
103,GOLD,Guideline,Chưa có,,Phân loại thể bệnh,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
104,GOLD,Guideline,Chưa có,,Đánh giá mức độ,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
105,GOLD,Guideline,Chưa có,,Đánh giá mức độ,Hạn chế luồng khí,Sign,C0024117,,"Adapted from the Global Initiative for Chronic Obstructive Lung Disease (GOLD): Global Strategy for the Prevention, Diagnosis, and Management of COPD: 2024 report.",02_dieutri.txt
106,Góc xương ức - màng phổi > 90°,Measurement,Chưa có,Thông số: Góc xương ức - màng phổi; Giá trị: >> 90 độ,Xác định ngưỡng chẩn đoán cho,Khí phế thũng,DiseaseSubtype,C0034067,,tăng góc được hình thành bởi xương ức và màng phổi phía trước trên phim chụp nghiêng từ giá trị bình thường là 45° đến > 90°,01_copd.txt
107,Haemophilus influenzae,Cause,C0018483,,Là nguyên nhân gây ra,Nhiễm trùng đường hô hấp,Disease,C0035243,,"Vi khuẩn, đặc biệt là Haemophilus influenzae, xâm chiếm đường hô hấp dưới của khoảng 30% số bệnh nhân mắc COPD.",01_copd.txt
108,Hen phế quản,Disease,C0004096,,Làm tăng nguy cơ mắc,Suy giảm chức năng phổi,DiseaseSubtype,Chưa có,,"bệnh nhân bị suy giảm chức năng phổi ở tuổi trưởng thành sớm, thường liên quan đến bệnh hen suyễn",01_copd.txt
109,Hóa chất hít vào,RiskFactor,C3841930,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
110,Hóa chất hít vào,RiskFactor,C3841930,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
111,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
112,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
113,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Khí thũng,Disease,C0013990,,"Rối loạn di truyền nguyên nhân được xác định rõ ràng nhất là thiếu hụt alpha-1 antitrypsin, đây là nguyên nhân quan trọng gây khí thũng ở những người không hút thuốc và làm tăng rõ rệt khả năng mắc bệnh ở những người hút thuốc.",01_copd.txt
114,Hút thuốc lá,RiskFactor,C0453996,,Làm tăng nguy cơ mắc,Viêm phế quản mạn tính do hen,DiseaseSubtype,C0264348,,nó xảy ra chủ yếu ở những bệnh nhân hút thuốc và có tiền sử hen suyễn.,01_copd.txt
115,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Suy dinh dưỡng,Complication,C0162429,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
116,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Sụt cân,Complication,C1262477,,Bệnh nhân mắc COPD có nguy cơ sụt cân,02_dieutri.txt
117,Hạn chế luồng khí,Sign,C0024117,,Dẫn đến biến chứng,Thiếu hụt dinh dưỡng,Complication,C4761312,,Bệnh nhân mắc COPD có nguy cơ sụt cân và thiếu hụt dinh dưỡng,02_dieutri.txt
118,Hạn chế luồng khí,Sign,C0024117,,Làm tăng nguy cơ mắc,Biến chứng hô hấp do cúm,Complication,Chưa có,,Nếu COPD làm tăng nguy cơ bị các biến chứng hô hấp do cúm,02_dieutri.txt
119,Hẹp đường dẫn khí,Mechanism,C0001883,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
120,Hẹp đường dẫn khí,Mechanism,C0001883,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
121,Hệ thống oxy lỏng,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
122,Hội chứng Sjögren,Disease,C1527336,,Có thể gây ra triệu chứng giống,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
123,Hội chứng Sjögren,Disease,C1527336,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
124,Indacaterol,Drug,C1722260,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
125,Indacaterol,Drug,C1722260,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
126,Indacaterol,Drug,C1722260,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
127,Ipratropium,Drug,C0027235,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Ipratropium, thuốc kháng cholinergic, có hiệu quả trong đợt cấp của COPD",03_dieutridotcap.txt
128,Khám thực thể,Test,C0031809,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
129,Khám thực thể,Test,C0031809,,Gợi ý,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán được gợi ý dựa trên bệnh sử, khám thực thể, kết quả chẩn đoán hình ảnh ngực và được xác nhận bằng các xét kiểm tra chức năng phổi.",01_copd.txt
130,Kháng cholinergic,DrugClass,C0242896,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tần suất các đợt cấp có thể giảm với việc sử dụng thuốc kháng cholinergic, corticosteroid dạng hít, hoặc các thuốc chủ vận beta tác dụng kéo dài.",02_dieutri.txt
131,Kháng sinh,DrugClass,C0003232,,Điều trị,Đợt cấp,DiseaseSubtype,C2919376,,Kháng sinh được khuyến nghị để điều trị đợt cấp ở bệnh nhân có đờm mủ.,03_dieutridotcap.txt
132,Kháng sinh,DrugClass,C0003232,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Sử dụng kháng sinh nếu bệnh nhân có đợt cấp và đờm mủ.,03_dieutridotcap.txt
133,Khí dung liên tục,Treatment,C5670081,,Điều trị,Co thắt phế quản nặng,DiseaseSubtype,Chưa có,,"Trong trường hợp co thắt phế quản nặng, không đáp ứng, đôi khi có thể sử dụng phương pháp điều trị bằng khí dung liên tục.",03_dieutridotcap.txt
134,Khí phế thũng,DiseaseSubtype,C0034067,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,phế thũng của phổi,02_dieutri.txt
135,Khí phế thũng,DiseaseSubtype,C0034067,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
136,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
137,Khói thuốc lá thụ động,RiskFactor,C0037370,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
138,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Là yếu tố nguy cơ của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
139,Khói từ nấu ăn và sưởi ấm trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Khói từ nấu ăn và sưởi ấm trong nhà là một yếu tố gây bệnh quan trọng,01_copd.txt
140,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
141,Liệu pháp azithromycin kéo dài,Treatment,Chưa có,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,Liệu pháp azithromycin kéo dài là một biện pháp bổ sung hiệu quả để ngăn ngừa đợt cấp của COPD,02_dieutri.txt
142,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
143,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
144,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
145,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Đợt cấp COPD,DiseaseSubtype,C0340044,,đều cần bổ sung oxy trong đợt cấp.,03_dieutridotcap.txt
146,Liệu pháp oxy bổ sung,Treatment,C5962720,,Điều trị triệu chứng,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tất cả bệnh nhân COPD với PaO2 <= 68 mmHg ở mực nước biển, tăng Khí carbonic, thiếu máu đáng kể (Hemtocrit < 30), hoặc có bệnh tim mạch hoặc rối loạn mạch máu não đồng mắc nên sử dụng oxy bổ sung trong các chuyến bay dài",02_dieutri.txt
147,Liệu pháp oxy dài hạn,Treatment,C0418996,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy dài hạn giúp kéo dài sự sống ở bệnh nhân COPD,02_dieutri.txt
148,Liệu pháp oxy lưu lượng cao qua mũi (HFNC),Treatment,C4761117,,Điều trị,Suy hô hấp cấp,Disease,C0264490,,Cũng đã sử dụng liệu pháp oxy qua mũi với lưu lượng cao cho bệnh nhân suy hô hấp cấp do đợt cấp của COPD,03_dieutridotcap.txt
149,Liệu pháp oxy về đêm,Treatment,C4039961,,Điều trị,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Điều trị như vậy ngăn ngừa sự tiến triển của tăng áp động mạch phổi,02_dieutri.txt
150,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
151,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
152,Macrolide,DrugClass,C0003240,,Dự phòng,Đợt cấp,DiseaseSubtype,C2919376,,"Ở những bệnh nhân có nhiều đợt cấp, sử dụng macrolide kéo dài làm giảm tần số đợt cấp",03_dieutridotcap.txt
153,Macrolide,DrugClass,C0003240,,Điều trị,Đợt cấp bệnh phổi,Disease,Chưa có,,"Ở những bệnh nhân có nhiều đợt cấp, sử dụng macrolide kéo dài làm giảm tần số đợt cấp",03_dieutridotcap.txt
154,Máy chiết suất oxy điện tử,Treatment,Chưa có,,Điều trị,Thiếu oxy máu,Mechanism,C0700292,,Các hệ thống với các thiết bị này hiệu chỉnh sự thiếu oxy máu cũng như các thiết bị cung cấp dòng liên tục.,02_dieutri.txt
155,Máy khí dung,Treatment,C0027524,,Thiết bị phân phối thuốc cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
156,Máy khí dung,Treatment,C0027524,,Thiết bị phân phối thuốc cho,Hạn chế luồng khí,Sign,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
157,Máy khí dung,Treatment,C0027524,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Vì vậy, máy khí dung nên được dành riêng cho những người không thể phối hợp đồng thì xịt - hít với bình xịt định liều hoặc không thể hít đủ lực với bình hít bột khô.",02_dieutri.txt
158,Máy tạo oxy di động,Treatment,C1618343,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Bệnh nhân nên thuê hoặc mua một máy tạo oxy di động để sử dụng trong quá trình di chuyển bằng máy bay,02_dieutri.txt
159,Nghiên cứu giấc ngủ,Test,C0162701,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,"Tương tự như vậy, một nghiên cứu về giấc ngủ cần phải được cân nhắc cho những bệnh nhân bị COPD tiến triển không đáp ứng các tiêu chuẩn cho liệu pháp oxy lâu dài khi họ thức nhưng đánh giá lâm sàng của họ cho thấy tăng áp động mạch phổi ở những bệnh nhân này khi không có tình trạng thiếu oxy máu vào ban ngày.",02_dieutri.txt
160,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
161,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
162,Nhiễm trùng đường hô hấp,Disease,C0035243,,Dẫn đến biến chứng,Phá hủy phổi,Complication,C3472385,,Nhiễm trùng đường hô hấp (bệnh mà bệnh nhân COPD dễ mắc phải) có thể làm tăng tiến triển tình trạng phá hủy phổi.,01_copd.txt
163,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
164,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
165,Olodaterol,Drug,C2934193,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
166,Olodaterol,Drug,C2934193,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
167,Olodaterol,Drug,C2934193,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Thuốc chủ vận beta tác dụng kéo dài thích hợp hơn cho những bệnh nhân có triệu chứng về đêm hoặc những người cảm thấy bất tiện khi dùng thuốc thường xuyên và có thể được sử dụng làm liệu pháp ban đầu cho bệnh COPD.,02_dieutri.txt
168,Oxy bổ sung,Treatment,C4534306,,Điều trị,COPD rất nặng,DiseaseSubtype,Chưa có,,"Độ bão hòa oxy được theo dõi, và oxy bổ sung được cung cấp khi cần thiết.",02_dieutri.txt
169,"pH máu < 7,30",Measurement,Chưa có,Thông số: pH máu; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp hen suyễn nặng,Complication,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
170,"pH máu < 7,30",Measurement,Chưa có,Thông số: pH máu; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp nặng,DiseaseSubtype,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
171,"pH máu động mạch < 7,30",Measurement,Chưa có,Thông số: pH máu động mạch; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp hen suyễn nặng,Complication,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
172,"pH máu động mạch < 7,30",Measurement,Chưa có,Thông số: pH máu động mạch; Giá trị: <7.3,Xác định ngưỡng chẩn đoán cho,Đợt cấp nặng,DiseaseSubtype,C3872851,,"đợt cấp nặng (được xác định là pH < 7,30 ở những bệnh nhân huyết động ổn định không có nguy cơ ngừng hô hấp ngay lập tức)",03_dieutridotcap.txt
173,Phá hủy giường mao mạch phổi,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Tăng áp lực mạch máu phổi có thể tăng lên do sự phá huỷ của giường mao mạch phổi,01_copd.txt
174,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
175,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
176,Phù phổi,Disease,C0034063,,Là nguyên nhân gây ra,Tăng carbon dioxide,Disease,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
177,Phù phổi,Disease,C0034063,,Là nguyên nhân gây ra,Tăng CO2 máu,Mechanism,C0020440,,các yếu tố khác gây tăng CO2 máu (ví dụ: viêm phổi hoặc phù phổi).,03_dieutridotcap.txt
178,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
179,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
180,Phẫu thuật,Treatment,C0543467,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
181,Phẫu thuật,Treatment,C0543467,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
182,Phẫu thuật,Treatment,C0543467,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân.,02_dieutri.txt
183,Phẫu thuật cắt bỏ kén khí,Treatment,C6009625,,Điều trị,Kén khí,DiseaseSubtype,C0241982,,Những bệnh nhân này có thể được điều trị bằng phẫu thuật cắt bỏ các kén khí này,02_dieutri.txt
184,Phẫu thuật ghép phổi,Treatment,C0024128,,Cải thiện,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
185,Phẫu thuật ghép phổi,Treatment,C0024128,,Cải thiện,Hạn chế luồng khí,Sign,C0024117,,Phẫu thuật điều trị COPD được chỉ định cho một số bệnh nhân. Việc này có thể bao gồm các thủ thuật làm giảm thể tích phổi hoặc ghép phổi.,02_dieutri.txt
