STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
89,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
90,Liệu pháp oxy,Treatment,C3665674,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Liệu pháp oxy được chỉ định cho một số bệnh nhân.,01_copd.txt
91,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
92,Lạm dụng thuốc bất hợp pháp,RiskFactor,C0281875,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
93,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
94,Nhiễm HIV,Disease,C0019693,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV,01_copd.txt
95,Nhiễm trùng đường hô hấp,Disease,C0035243,,Dẫn đến biến chứng,Phá hủy phổi,Complication,C3472385,,Nhiễm trùng đường hô hấp (bệnh mà bệnh nhân COPD dễ mắc phải) có thể làm tăng tiến triển tình trạng phá hủy phổi.,01_copd.txt
96,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
97,Nồng độ alpha-1 antitrypsin,Test,C0201856,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Nên đo nồng độ alpha-1 antitrypsin ở bệnh nhân < 50 tuổi bị COPD có triệu chứng và ở bệnh nhân thuộc mọi lứa tuổi bị COPD không hút thuốc để phát hiện tình trạng thiếu hụt alpha-1 antitrypsin.,01_copd.txt
98,Phá hủy giường mao mạch phổi,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Tăng áp lực mạch máu phổi có thể tăng lên do sự phá huỷ của giường mao mạch phổi,01_copd.txt
99,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
100,Phép đo phế dung,Test,C0037981,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,FEV1 và FVC được đo dễ dàng bằng phép đo phế dung phòng mạch.,01_copd.txt
101,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
102,Phản ứng đường thở từ trước,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Những người hút thuốc và có phản ứng đường thở từ trước (được xác định bằng mức độ nhạy cảm tăng lên với methacholine dạng hít), ngay cả khi không có hen suyễn trên lâm sàng, có nguy cơ mắc bệnh COPD cao hơn những người không mắc bệnh.",01_copd.txt
103,Phục hồi chức năng hô hấp,Treatment,C0199529,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
104,Phục hồi chức năng hô hấp,Treatment,C0199529,,Cải thiện triệu chứng cho,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Phục hồi chức năng hô hấp bao gồm đào tạo tập thể dục có cấu trúc và giám sát, tư vấn dinh dưỡng, và giáo dục tự quản lý.",01_copd.txt
105,Protease,Mechanism,C5200997,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Các protease tại phổi, như elastase của bạch cầu trung tính, metalloproteinase của gian bào, và cathepsin, làm giảm elastin và mô liên kết trong quá trình sửa chữa mô thông thường.",01_copd.txt
106,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
107,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
108,Rối loạn hô hấp ở trẻ em,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
109,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh lý van tim,Disease,C0018824,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
110,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh tâm thất trái,Disease,C5686755,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
111,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Siêu âm tim đôi khi hữu ích để đánh giá chức năng thất phải và tăng áp động mạch phổi,01_copd.txt
112,Siêu âm tại giường (POCUS),Test,C5396784,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Siêu âm tại giường (POCUS) có thể là một thủ thuật bổ trợ hữu ích để chẩn đoán nhanh viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
113,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
114,Sử dụng nhiên liệu sinh khối,RiskFactor,Chưa có,,Gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"việc sử dụng rộng rãi nhiên liệu sinh khối, chẳng hạn như gỗ, cỏ hoặc các vật liệu hữu cơ khác, cũng góp phần làm tăng tỷ lệ hiện hành của COPD.",01_copd.txt
115,TNF-alpha,Mechanism,C1456820,,Liên quan đến,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Giảm cân có thể xảy ra, có lẽ là do không đủ lượng calo nạp vào và tăng mức độ lưu hành của yếu tố hoại tử khối u (TNF)-alpha.",01_copd.txt
116,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
117,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
118,Thiếu alpha-1 antitrypsin,Cause,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
119,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
120,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Góp phần gây ra,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,COPD dường như có tính gia đình do thiếu alpha-1 antitrypsin (thiếu hụt chất ức chế alpha-1 antiprotease).,01_copd.txt
121,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,Là nguyên nhân gây ra,Khí phế thũng,DiseaseSubtype,C0034067,,Sự thay đổi khí phế thũng xuất hiện chủ yếu ở đáy phổi gợi ý thiếu alpha-1 antitrypsin.,01_copd.txt
122,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
123,Thuốc chủ vận beta-adrenergic tác dụng kéo dài (LABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
124,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
125,Thuốc chủ vận beta-adrenergic tác dụng ngắn (SABA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn,01_copd.txt
126,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
127,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,trong khi đáp ứng đáng kể với thuốc giãn phế quản dự đoán thời gian sống thêm được cải thiện.,01_copd.txt
128,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
129,Thuốc kháng cholinergic tác dụng kéo dài (LAMA),DrugClass,Chưa có,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Điều trị làm giảm các triệu chứng nhanh chóng bằng các thuốc chủ yếu là beta-adrenergic tác dụng ngắn và giảm đợt cấp bằng corticosteroid dạng hít, thuốc beta-adrenergic tác dụng kéo dài, thuốc kháng cholinergic tác dụng kéo dài hoặc một dạng phối hợp .",01_copd.txt
130,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
131,Thủ thuật giảm thể tích phổi,Treatment,C0524689,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Các thủ thuật giảm thể tích phổi hoặc cấy ghép được sử dụng trong bệnh tiến triển.,01_copd.txt
132,Tiêu chuẩn chẩn đoán viêm phế quản mạn tính: ho có đờm >= 3 tháng/năm trong 2 năm liên tiếp,Measurement,Chưa có,Thông số: Thời gian ho có đờm; min_value: 3; duration: 2 năm liên tiếp,Xác định ngưỡng chẩn đoán cho,Viêm phế quản mạn tính,Disease,C0008677,,Viêm phế quản mạn tính được định nghĩa là ho có đờm trong hầu hết các ngày trong tuần ít nhất là 3 tháng trong 2 năm liên tiếp.,01_copd.txt
133,Tiếp xúc chất kích thích hô hấp,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
134,Trọng lượng cơ thể thấp,RiskFactor,C0041667,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Trọng lượng cơ thể thấp và rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
135,Trọng lượng cơ thể thấp,RiskFactor,C0041667,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Trọng lượng cơ thể thấp và rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
136,Trục lệch phải > 110°,Measurement,Chưa có,Thông số: Trục điện tim; Giá trị: >110 độ,Là dấu hiệu gợi ý,Phì đại thất phải,DiseaseSubtype,C0162770,,Dấu hiệu phì đại thất phải bao gồm sóng R hoặc R′ cao bằng hoặc cao hơn sóng S ở chuyển đạo V1; sóng R nhỏ hơn sóng S ở chuyển đạo V6; trục lệch phải > 110° không có blốc nhánh phải; hoặc phối hợp nào đó của những dấu hiệu này.,01_copd.txt
137,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
138,Tắc nghẽn đường thở,DiseaseSubtype,C0001883,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Đặc điểm sinh bệnh học chủ yếu của COPD là hạn chế luồng không khí do hẹp đường dẫn khí,01_copd.txt
139,Tỷ lệ đường kính động mạch phổi/động mạch chủ lên > 1,Measurement,Chưa có,Thông số: Tỷ lệ đường kính động mạch phổi/động mạch chủ lên; Giá trị: >1,Gợi ý chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Đường kính động mạch phổi mở rộng lớn hơn đường kính động mạch chủ lên gợi ý tăng áp động mạch phổi.,01_copd.txt
140,U hạt do tăng bạch cầu ái toan,Disease,C0014461,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
141,Vi rút nhiễm trùng đường hô hấp trên,Cause,C4039754,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên,01_copd.txt
142,Viêm phế quản cấp do vi khuẩn,Cause,C0339933,,Là nguyên nhân gây ra,Đợt cấp COPD,DiseaseSubtype,C0340044,,"Nguyên nhân cụ thể của bất kỳ đợt cấp nào không phải lúc nào cũng xác định được, nhưng các đợt cấp thường được cho là do các vi rút gây các bệnh nhiễm trùng đường hô hấp trên, viêm phế quản cấp do vi khuẩn hoặc tiếp xúc với các chất kích thích hô hấp.",01_copd.txt
143,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Là phân loại / thể bệnh của,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Bệnh phổi tắc nghẽn mạn tính (COPD) đặc trưng bởi sự giới hạn về luồng khí thở gây ra do đáp ứng viêm do hít phải các chất khí độc hại, thường là khói thuốc lá.",01_copd.txt
144,Viêm tiểu phế quản tắc nghẽn,Disease,C0006272,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Các bệnh lý hệ thống có thể có một phần hạn chế luồng khí gợi ý COPD; các bệnh lý này bao gồm nhiễm HIV, lạm dụng các loại thuốc bất hợp pháp (đặc biệt là cocaine và amphetamine), bệnh sarcoid, hội chứng Sjögren, viêm tiểu phế quản tắc nghẽn, bệnh u cơ trơn mạch bạch huyết và u hạt do tăng bạch cầu ái toan.",01_copd.txt
145,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Hỗ trợ đánh giá,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
146,Vòng lặp lưu lượng-thể tích,Test,C0428734,,Hỗ trợ đánh giá,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,Vòng lặp lưu lượng-thể tích: Ghi lại đồng thời phế dung kế của luồng không khí và thể tích trong thời gian hết hạn tối đa bắt buộc và cảm hứng,01_copd.txt
147,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,COPD có thể được phân biệt với các bệnh phổi kẽ bằng hình ảnh chụp ngực cho thấy dấu hiệu tăng dần trong bệnh phổi kẽ,01_copd.txt
148,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
149,X quang ngực,Test,C0039985,,Hỗ trợ loại trừ nguyên nhân gây,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán COPD và phân biệt nó với các bệnh lý có đặc điểm tương tự (ví dụ: hen, suy tim) chủ yếu dựa vào thông tin lâm sàng thường quy, chẳng hạn như các triệu chứng (đặc biệt là diễn biến theo thời gian), tuổi khởi phát, các yếu tố nguy cơ và kết quả kiểm tra thường quy (ví dụ: phim X quang ngực, kiểm tra chức năng phổi).",01_copd.txt
150,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Khí phế thũng,DiseaseSubtype,C0034067,,"Ở bệnh nhân khí phế thũng, những thay đổi có thể bao gồm tăng thể tích phổi biểu hiện vòm hoành nằm ngang",01_copd.txt
151,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Phim chụp X quang ngực thường được thực hiện để kiểm tra viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
152,X quang ngực,Test,C0039985,,Dùng để chẩn đoán,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,"Ở những bệnh nhân bị viêm phế quản tắc nghẽn mạn tính, phim X quang ngực có thể bình thường hoặc có thể cho thấy sự gia tăng các dấu hiệu mạch máu phế quản hai đáy do dày thành phế quản.",01_copd.txt
153,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi kẽ,Disease,C0206062,,xét nghiệm chức năng phổi cho thấy khiếm khuyết thông khí hạn chế hơn là khiếm khuyết thông khí tắc nghẽn,01_copd.txt
154,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
155,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Chẩn đoán dựa trên bệnh sử, khám thực thể, chụp X-quang ngực và kiểm tra chức năng phổi.",01_copd.txt
156,Xét nghiệm chức năng phổi,Test,C0024119,,Dùng để chẩn đoán,Viêm phế quản mạn tính tắc nghẽn,DiseaseSubtype,C0155874,,Viêm phế quản mạn tính trở thành viêm phế quản tắc nghẽn mạn tính nếu có dấu hiệu tắc nghẽn luồng khí khi đo chức năng hô hấp.,01_copd.txt
157,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu alpha-1 antitrypsin,Cause,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
158,Xét nghiệm di truyền,Test,C0679560,,Dùng để chẩn đoán,Thiếu hụt alpha-1 antitrypsin,DiseaseSubtype,C0221757,,"Nếu nồng độ alpha-1 antitrypsin thấp, chẩn đoán cần được xác nhận bằng xét nghiệm di truyền để xác định kiểu hình alpha-1 antitrypsin.",01_copd.txt
159,Xét nghiệm khí máu tĩnh mạch,Test,Chưa có,,Dùng để chẩn đoán,Tăng CO2 máu mạn tính,Disease,C1997771,,Khí máu tĩnh mạch rất hữu ích để chẩn đoán tăng CO2 máu cấp tính hoặc mạn tính.,01_copd.txt
160,Áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg,Measurement,Chưa có,Thông số: PvCO2; Giá trị: >55 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
161,Áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg,Measurement,Chưa có,Thông số: PvCO2; Giá trị: >55 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
162,Áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg,Measurement,Chưa có,Thông số: PaCO2; Giá trị: >50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
163,Áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg,Measurement,Chưa có,Thông số: PaCO2; Giá trị: >50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
164,Áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg,Measurement,Chưa có,Thông số: PaO2; Giá trị: <50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp,Complication,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
165,Áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg,Measurement,Chưa có,Thông số: PaO2; Giá trị: <50 mm Hg,Xác định ngưỡng chẩn đoán cho,Suy hô hấp cấp tính,Disease,C0264490,,"Các dấu hiệu về áp suất riêng phần oxy động mạch (PaO2) < 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu động mạch (PaCO2) > 50 mm Hg, hoặc áp suất riêng phần carbon dioxide trong máu tĩnh mạch (PvCO2) > 55 mm Hg ở bệnh nhân với toan máu do hô hấp (pH < 7,35) xác định suy hô hấp cấp tính.",01_copd.txt
166,Ô nhiễm không khí,RiskFactor,C0001873,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mãn tính (COPD),Disease,C0024117,,"Tiếp xúc với khói thuốc lá thụ động, ô nhiễm không khí và bụi nghề nghiệp (ví dụ: bụi khoáng, bụi bông) hoặc hóa chất hít vào (ví dụ: cadmium) góp phần gây nguy cơ mắc COPD nhưng ít quan trọng hơn so với hút thuốc lá.",01_copd.txt
