STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
90,Thay đổi chế độ ăn uống,Treatment,C0086153,,Điều trị,Rối loạn lipid máu,Disease,C0242339,,"Sự thay đổi chế độ ăn cũng giúp kiểm soát đái tháo đường, béo phì và rối loạn lipid máu.",01_tanghuyetap.txt
91,Thay đổi chế độ ăn uống,Treatment,C0086153,,Điều trị,Đái tháo đường,Disease,C0011849,,Sự thay đổi chế độ ăn cũng giúp kiểm soát đái tháo đường,01_tanghuyetap.txt
92,Thay đổi lối sống,Treatment,C0454378,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Trong số những người được khuyến nghị dùng thuốc điều trị huyết áp và thay đổi lối sống, khả năng kiểm soát huyết áp cao hơn ở người lớn da trắng không phải gốc Tây Ban Nha (31%) so với người lớn da đen không phải gốc Tây Ban Nha (20%), người lớn châu Á không phải gốc Tây Ban Nha (24%) hoặc người lớn gốc Tây Ban Nha (23%) (1).",01_tanghuyetap.txt
93,Thay đổi điều trị bằng thuốc,Treatment,C0580105,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Để đạt được mức kiểm soát huyết áp đầy đủ thường đòi hỏi phải đánh giá nhiều lần và thay đổi điều trị bằng thuốc.,01_tanghuyetap.txt
94,Theo dõi huyết áp lưu động,Test,C0242876,,Dùng để chẩn đoán,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
95,Theo dõi huyết áp lưu động,Test,C0242876,,Dùng để chẩn đoán,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
96,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Ưu tiên chỉ định cho,Đau thắt ngực,Disease,C0002963,,thuốc chẹn kênh canxi cho bệnh nhân đau thắt ngực,01_tanghuyetap.txt
97,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
98,Thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,Tăng huyết áp do renin thấp nhạy cảm với muối,DiseaseSubtype,Chưa có,,thuốc chẹn kênh canxi hoặc thuốc lợi tiểu thiazide ban đầu vì những loại thuốc này hiệu quả hơn đối với những bệnh nhân bị tăng huyết áp do renin thấp nhạy cảm với muối,01_tanghuyetap.txt
99,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Ưu tiên chỉ định cho,Đái tháo đường,Disease,C0011849,,thuốc ức chế ACE hoặc ARB cho bệnh nhân tiểu đường,01_tanghuyetap.txt
100,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II",01_tanghuyetap.txt
101,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
102,Thuốc chẹn thụ thể angiotensin,DrugClass,C0815017,,Điều trị,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
103,Thuốc chẹn thụ thể angiotensin (ARB),DrugClass,C0521942,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
104,Thuốc hạ áp,DrugClass,C0003364,,Điều trị,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
105,Thuốc hạ áp,DrugClass,C0003364,,Điều trị,Tăng huyết áp khi mang thai,DiseaseSubtype,C0852036,,Điều trị tăng huyết áp khi mang thai đòi hỏi phải lựa chọn thuốc cẩn thận vì một số loại thuốc hạ huyết áp có thể gây hại cho thai nhi.,01_tanghuyetap.txt
106,Thuốc lợi tiểu,DrugClass,C0012798,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
107,Thuốc lợi tiểu thiazid,DrugClass,C0012802,,Điều trị,Tăng huyết áp do renin thấp nhạy cảm với muối,DiseaseSubtype,Chưa có,,thuốc lợi tiểu thiazide ban đầu vì những loại thuốc này hiệu quả hơn đối với những bệnh nhân bị tăng huyết áp do renin thấp nhạy cảm với muối,01_tanghuyetap.txt
108,Thuốc điều trị tăng huyết áp thứ ba,Drug,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nếu không đạt được huyết áp mục tiêu bằng 2 loại thuốc, một loại thuốc thứ ba trong số các loại thuốc ban đầu sẽ được thêm vào.",01_tanghuyetap.txt
109,Thuốc đối kháng thụ thể mineralocorticoid,DrugClass,C1579268,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Nếu loại thuốc thứ ba đó không được dung nạp hoặc bị chống chỉ định, có thể sử dụng một loại thuốc khác (ví dụ: thuốc đối kháng aldosterone).",01_tanghuyetap.txt
110,Thuốc đối kháng thụ thể mineralocorticoid,DrugClass,C1579268,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Việc sử dụng thuốc đối kháng thụ thể mineralocorticoid có thể có lợi trong việc đạt được huyết áp mục tiêu.,01_tanghuyetap.txt
111,Thuốc ức chế men chuyển (ACE),DrugClass,C0003015,,Ưu tiên chỉ định cho,Đái tháo đường,Disease,C0011849,,thuốc ức chế ACE hoặc ARB cho bệnh nhân tiểu đường,01_tanghuyetap.txt
112,Thuốc ức chế men chuyển (ACE),DrugClass,C0003015,,Điều trị,Tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
113,Thuốc ức chế men chuyển (ACE),DrugClass,C0003015,,Điều trị,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
114,Thuốc ức chế men chuyển (ACE),DrugClass,C0003015,,Điều trị,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
115,Thể tích huyết tương,Mechanism,C0032127,,Là cơ chế sinh bệnh học của,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
116,Thời gian ngủ tối ưu > 6 giờ/đêm,Treatment,Chưa có,,Điều trị,Tăng huyết áp,Disease,C0020538,,việc tối ưu hóa chất lượng và thời gian ngủ (> 6 giờ/đêm) giúp cải thiện khả năng kiểm soát huyết áp ở những bệnh nhân mắc bệnh thận mạn tính.,01_tanghuyetap.txt
117,Tiền sử,Test,C0262926,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
118,Tiền sử gia đình bị tăng huyết áp,RiskFactor,C0455405,,Làm tăng nguy cơ mắc,Tăng huyết áp,Disease,C0020538,,đặc biệt là ở những bệnh nhân trẻ có tiền sử gia đình bị tăng huyết áp.,01_tanghuyetap.txt
119,Triệt đốt thần kinh giao cảm động mạch thận bằng tần số vô tuyến,Treatment,C5923646,,Điều trị,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Các thiết bị như vậy được sử dụng ở Châu Âu và Úc để điều trị tăng huyết áp kháng thuốc.,01_tanghuyetap.txt
120,Tuổi,RiskFactor,C0242383,,Làm tăng nguy cơ mắc,Tăng huyết áp,Disease,C0020538,,Huyết áp tăng dần theo tuổi.,01_tanghuyetap.txt
121,Tăng aldosteron,Mechanism,C0020428,,Là cơ chế sinh bệnh học của,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Tăng aldosteron hoặc tăng cortisol cận lâm sàng được xác định ở 15% đến 20% số trường hợp tăng huyết áp kháng trị.,01_tanghuyetap.txt
122,Tăng cortisol cận lâm sàng,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Tăng aldosteron hoặc tăng cortisol cận lâm sàng được xác định ở 15% đến 20% số trường hợp tăng huyết áp kháng trị.,01_tanghuyetap.txt
123,Tăng cường hoạt động thể chất,Treatment,C4722257,,Điều trị,Tăng huyết áp,Disease,C0020538,,Các biện pháp điều trị không dùng thuốc tốt nhất đã được chứng minh để phòng ngừa và điều trị tăng huyết áp bao gồm: Tăng cường hoạt động thể chất,01_tanghuyetap.txt
124,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Biến chứng tăng huyết áp,Complication,C3266050,,"Tăng huyết áp nặng hoặc kéo dài gây tổn thương hệ tim mạch, não và thận, làm tăng nguy cơ nhồi máu cơ tim, đột quỵ, và bệnh thận mạn.",01_tanghuyetap.txt
125,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Biến cố tim mạch,Complication,C1320716,,Huyết áp tâm thu dự đoán các biến cố tim mạch tử vong và không tử vong tốt hơn huyết áp tâm trương,01_tanghuyetap.txt
126,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Bóc tách động mạch chủ ngực,Complication,C0729233,,Bóc tách động mạch chủ ngực thường là hậu quả của tăng huyết áp,01_tanghuyetap.txt
127,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Bệnh não tăng huyết áp,Complication,C0151620,,"Khi tình trạng tăng huyết áp nặng gây ra các triệu chứng về tim mạch, thần kinh, thận và võng mạc (ví dụ: xơ vữa động mạch vành có triệu chứng, suy tim, bệnh não tăng huyết áp, suy thận), thì được gọi là trường hợp cấp cứu tăng huyết áp.",01_tanghuyetap.txt
128,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Mức huyết áp tăng cao dẫn đến xơ vữa động mạch toàn thể và đẩy nhanh quá trình hình thành xơ vữa động mạch.,01_tanghuyetap.txt
129,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Bệnh động mạch vành,Disease,C1956346,,Bệnh động mạch vành là nguyên nhân thường gặp nhất gây tử vong ở bệnh nhân được điều trị.,01_tanghuyetap.txt
130,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Nhồi máu não,Complication,C0007785,,"Ở những bệnh nhân được điều trị nhưng chưa thích hợp, nhồi máu não hoặc xuất huyết não là biến chứng phổ biến nhất.",01_tanghuyetap.txt
131,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Phình động mạch chủ bụng,Complication,C0162871,,hầu hết bệnh nhân phình động mạch chủ bụng đều có tăng huyết áp.,01_tanghuyetap.txt
132,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Tổn thương cơ quan đích,Complication,C3887506,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
133,Tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Xơ vữa động mạch,Mechanism,C0004153,,Mức huyết áp tăng cao dẫn đến xơ vữa động mạch toàn thể và đẩy nhanh quá trình hình thành xơ vữa động mạch.,01_tanghuyetap.txt
134,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp khẩn cấp,DiseaseSubtype,C0745138,,Ngay cả tăng huyết áp nặng (thường được định nghĩa là huyết áp tâm thu >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg) cũng có thể không có triệu chứng (tăng huyết áp khẩn cấp).,01_tanghuyetap.txt
135,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Buồn nôn và nôn,Sign,C0027498,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
136,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Co giật,Sign,C0036572,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp. Các dấu hiệu đó có thể bao gồm co giật,01_tanghuyetap.txt
137,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Khó thở,Symptom,C0013404,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở",01_tanghuyetap.txt
138,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Triệu chứng thần kinh khu trú,Sign,C0746857,,Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú,01_tanghuyetap.txt
139,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Xuất huyết võng mạc,Sign,C0035317,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
140,Tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,Đau ngực,Sign,C0008031,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
141,Tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
142,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp khẩn cấp,DiseaseSubtype,C0745138,,Ngay cả tăng huyết áp nặng (thường được định nghĩa là huyết áp tâm thu >= 180 mm Hg và/hoặc huyết áp tâm trương >= 120 mm Hg) cũng có thể không có triệu chứng (tăng huyết áp khẩn cấp).,01_tanghuyetap.txt
143,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Buồn nôn và nôn,Sign,C0027498,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
144,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Co giật,Sign,C0036572,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp. Các dấu hiệu đó có thể bao gồm co giật,01_tanghuyetap.txt
145,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Khó thở,Symptom,C0013404,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở",01_tanghuyetap.txt
146,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Triệu chứng thần kinh khu trú,Sign,C0746857,,Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú,01_tanghuyetap.txt
147,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Xuất huyết võng mạc,Sign,C0035317,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
148,Tăng huyết áp nặng: Huyết áp tâm thu >= 180 mmHg hoặc huyết áp tâm trương >= 120 mmHg,Measurement,C0745136,Thông số: Tăng huyết áp nặng; Huyết áp 180/120 mmHg,Có dấu hiệu thực thể,Đau ngực,Sign,C0008031,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
149,Tăng huyết áp thứ phát,DiseaseSubtype,C0155616,,Là nguyên nhân gây ra,Tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Nguyên nhân thứ phát gây tăng huyết áp phải được loại trừ khi đánh giá tình trạng tăng huyết áp kháng trị.,01_tanghuyetap.txt
150,Tăng huyết áp tâm thu do lượng natri lớn: 10 - 20 mmHg,Measurement,Chưa có,Thông số: Tăng huyết áp tâm thu; min_value: 10; max_value: 20,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp,Disease,C0020538,,"Khi lượng oxit nitric giảm, lượng natri lớn (ví dụ: bữa ăn mặn) có thể làm tăng huyết áp tâm thu từ 10 đến 20 mm Hg.",01_tanghuyetap.txt
151,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Dẫn đến biến chứng,Biến cố tim mạch,Complication,C1320716,,Tăng huyết áp áo choàng trắng không được điều trị dường như có liên quan đến kết quả tim mạch bất lợi hơn so với huyết áp bình thường.,01_tanghuyetap.txt
152,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Dẫn đến biến chứng,Nguy cơ tim mạch,Complication,C4324389,,"Tăng huyết áp ẩn và tăng huyết áp ẩn không kiểm soát được (ở những người đang được điều trị) có liên quan đến tăng nguy cơ tim mạch, với tỷ lệ tử vong tương tự như nguy cơ ở những bệnh nhân bị tăng huyết áp kéo dài.",01_tanghuyetap.txt
153,Tăng huyết áp ẩn không kiểm soát được,DiseaseSubtype,Chưa có,,Dẫn đến biến chứng,Nguy cơ tim mạch,Complication,C4324389,,"Tăng huyết áp ẩn và tăng huyết áp ẩn không kiểm soát được (ở những người đang được điều trị) có liên quan đến tăng nguy cơ tim mạch, với tỷ lệ tử vong tương tự như nguy cơ ở những bệnh nhân bị tăng huyết áp kéo dài.",01_tanghuyetap.txt
154,Tỷ lệ albumin/creatinin niệu,Test,C0455271,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu,01_tanghuyetap.txt
155,Tỷ lệ sống thêm sau 1 năm < 10%,Measurement,Chưa có,Thông số: Tỷ lệ sống thêm sau 1 năm; Giá trị: <10 %,Xác định ngưỡng chẩn đoán cho,Bệnh võng mạc độ 3,DiseaseSubtype,C1443383,,"Nếu không điều trị, tỷ lệ sống thêm sau 1 năm là < 10% ở những bệnh nhân bị xơ võng mạc, xuất tiết bông, hẹp tiểu động mạch và xuất huyết (bệnh võng mạc độ 3)",01_tanghuyetap.txt
156,Tỷ lệ sống thêm sau 1 năm < 5%,Measurement,Chưa có,Thông số: Tỷ lệ sống thêm sau 1 năm; Giá trị: <5 %,Xác định ngưỡng chẩn đoán cho,Bệnh võng mạc độ 4,DiseaseSubtype,C1443384,,và < 5% ở những bệnh nhân có những thay đổi tương tự cộng với phù gai thị (bệnh võng mạc độ 4) ).,01_tanghuyetap.txt
157,U tế bào ưa crom,Disease,C4551683,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận",01_tanghuyetap.txt
158,U tủy thượng thận,Cause,C4551683,,Là nguyên nhân gây ra,Tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận",01_tanghuyetap.txt
159,Xét nghiệm chẩn đoán tăng huyết áp,Test,Chưa có,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Khi mới có chẩn đoán tăng huyết áp, hãy làm xét nghiệm nước tiểu, tỷ lệ albumin:creatinine trong nước tiểu, xét nghiệm máu (creatinine, kali, natri, canxi, đường huyết lúc đói, bảng lipid và thường là hormone kích thích tuyến giáp) và ECG.",01_tanghuyetap.txt
160,Xét nghiệm cận lâm sàng,Test,C0086143,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"Tiền sử, khám thực thể, và các xét nghiệm cận lâm sàng khác giúp xác định nguyên nhân và xác định xem đã có tổn thương các cơ quan đích hay chưa.",01_tanghuyetap.txt
161,Xơ cứng động mạch chủ,Mechanism,C1331537,,Là cơ chế sinh bệnh học của,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số bệnh nhân cao tuổi có tăng huyết áp tâm thu đơn độc với cung lượng tim bình thường hoặc thấp, có thể là do sự xơ cứng động mạch chủ và các nhánh lớn của nó.",01_tanghuyetap.txt
162,Xơ vữa động mạch,Mechanism,C0004153,,Gây tổn thương cơ quan,Mắt,Organ,C4266572,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
163,Xơ vữa động mạch,Mechanism,C0004153,,Gây tổn thương cơ quan,Thận,Organ,C0022646,,"Xơ vữa động mạch được đặc trưng bởi tình trạng phì đại, tăng sản và hyalin hóa ở lớp giữa của các động mạch nhỏ (tiểu động mạch), đặc biệt là ở mắt và thận.",01_tanghuyetap.txt
164,Yếu tố nguy cơ,RiskFactor,C0035648,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,Phụ thuộc vào huyết áp và bệnh tim mạch hoặc các yếu tố nguy cơ kèm theo Tăng huyết áp tiên phát không chữa được,01_tanghuyetap.txt
165,Ăn nhiều muối,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,DiseaseSubtype,C0085580,,"Ở độ tuổi trẻ hơn, các yếu tố môi trường (ví dụ: natri trong chế độ ăn, căng thẳng) dường như chỉ ảnh hưởng đến những người có cơ địa dễ mắc bệnh",01_tanghuyetap.txt
166,Đo huyết áp,Test,C0005824,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,Tăng huyết áp được chẩn đoán bằng cách đo huyết áp.,01_tanghuyetap.txt
167,Đo huyết áp tại nhà,Test,C1449681,,Dùng để chẩn đoán,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
168,Đo huyết áp tại nhà,Test,C1449681,,Dùng để chẩn đoán,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
169,Đo lượng metanephrine tự do trong huyết tương,Test,C4036964,,Dùng để chẩn đoán,U tế bào ưa crom,Disease,C4551683,,Đôi khi đo lượng metanephrine tự do trong huyết tương (để phát hiện u tế bào ưa crom),01_tanghuyetap.txt
170,Đo lượng metanephrine tự do trong huyết tương,Test,C4036964,,Dùng để chẩn đoán,U tủy thượng thận,Cause,C4551683,,Đôi khi đo lượng metanephrine tự do trong huyết tương (để phát hiện u tế bào ưa crom),01_tanghuyetap.txt
171,Đái tháo đường,Disease,C0011849,,Làm tăng nguy cơ mắc,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Bệnh đái tháo đường hoặc bệnh thận cũng là một phần trong các yếu tố nguy cơ của bệnh xơ vữa động mạch.,01_tanghuyetap.txt
172,Đái tháo đường,Disease,C0011849,,Làm tăng nguy cơ mắc,Hoa mắt chóng mặt,Complication,C0012833,,"Đây là mối lo ngại đặc biệt đối với những bệnh nhân bị tiểu đường, những người có huyết áp tâm thu < 120 mm Hg hoặc huyết áp tâm trương gần 60 mm Hg làm tăng nguy cơ bị các biến cố bất lợi này.",01_tanghuyetap.txt
173,Đái tháo đường,Disease,C0011849,,Làm tăng nguy cơ mắc,Suy thận,Disease,C1565489,,"Đây là mối lo ngại đặc biệt đối với những bệnh nhân bị tiểu đường, những người có huyết áp tâm thu < 120 mm Hg hoặc huyết áp tâm trương gần 60 mm Hg làm tăng nguy cơ bị các biến cố bất lợi này.",01_tanghuyetap.txt
174,Đái tháo đường,Disease,C0011849,,Làm tăng nguy cơ mắc,Tăng huyết áp,Disease,C0020538,,mặc dù bệnh nhân mắc bệnh tiểu đường thường cũng bị tăng huyết áp.,01_tanghuyetap.txt
