STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
90,thuốc chẹn kênh canxi,DrugClass,C0006684,,Điều trị,tăng huyết áp do renin thấp nhạy cảm với muối,DiseaseSubtype,Chưa có,,nên sử dụng thuốc chẹn kênh canxi hoặc thuốc lợi tiểu thiazide ban đầu vì những loại thuốc này hiệu quả hơn đối với những bệnh nhân bị tăng huyết áp do renin thấp nhạy cảm với muối,01_tanghuyetap.txt
91,thuốc hạ huyết áp,DrugClass,C0003364,,Điều trị,tăng huyết áp,Disease,C0020538,,Tăng huyết áp được định nghĩa là huyết áp tâm thu (HA) >= 130 mm Hg hoặc huyết áp tâm trương >= 80 mm Hg hoặc đang dùng thuốc điều trị tăng huyết áp.,01_tanghuyetap.txt
92,thuốc lợi tiểu,DrugClass,C0012798,,Điều trị,tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu",01_tanghuyetap.txt
93,thuốc đối kháng thụ thể mineralocorticoid,DrugClass,C1579268,,Điều trị,tăng huyết áp,Disease,C0020538,,"Nếu loại thuốc thứ ba đó không được dung nạp hoặc bị chống chỉ định, có thể sử dụng một loại thuốc khác (ví dụ: thuốc đối kháng aldosterone). Những bệnh nhân khó khăn trong kiểm soát huyết áp như vậy nên tham khảo ý kiến của các chuyên gia về tăng huyết áp.",01_tanghuyetap.txt
94,thuốc đối kháng thụ thể mineralocorticoid,DrugClass,C1579268,,Điều trị,tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Việc sử dụng thuốc đối kháng thụ thể mineralocorticoid có thể có lợi trong việc đạt được huyết áp mục tiêu.,01_tanghuyetap.txt
95,thuốc ức chế men chuyển angiotensin,DrugClass,C0003015,,Điều trị,tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE)",01_tanghuyetap.txt
96,thuốc ức chế men chuyển angiotensin,DrugClass,C0003015,,Điều trị,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
97,thuốc ức chế thụ thể angiotensin II,DrugClass,C0521942,,Điều trị,tăng huyết áp,Disease,C0020538,,"Điều trị bao gồm thay đổi lối sống và dùng thuốc, bao gồm thuốc lợi tiểu, thuốc ức chế men chuyển angiotensin (ACE), thuốc ức chế thụ thể angiotensin II và thuốc chẹn kênh canxi.",01_tanghuyetap.txt
98,thể tích huyết tương,Mechanism,C0032127,,Là cơ chế sinh bệnh học của,Tăng huyết áp tiên phát,Disease,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
99,thể tích huyết tương,Mechanism,C0032127,,Là cơ chế sinh bệnh học của,tăng huyết áp nguyên phát,DiseaseSubtype,C0085580,,"trong tăng huyết áp tiên phát huyết động và các thành phần sinh lý (ví dụ: thể tích huyết tương, hoạt động của hệ renin-angiotensin) rất biến đổi",01_tanghuyetap.txt
100,thụ thể áp suất,Mechanism,C0033093,,Gây tổn thương cơ quan,động mạch cảnh,Organ,C0162859,,Liệu pháp này sử dụng một thiết bị chạy bằng pin được cấy ghép bằng phẫu thuật quanh thân động mạch cảnh để kích thích thụ thể áp suất,01_tanghuyetap.txt
101,triệt đốt dây thần kinh giao cảm ở động mạch thận,Treatment,C5923646,,Điều trị,tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Các thiết bị như vậy được sử dụng ở Châu Âu và Úc để điều trị tăng huyết áp kháng thuốc.,01_tanghuyetap.txt
102,tuổi,RiskFactor,C0242383,,Làm tăng nguy cơ mắc,tăng huyết áp,Disease,C0020538,,Huyết áp tăng dần theo tuổi.,01_tanghuyetap.txt
103,tăng cortisol cận lâm sàng,Cause,Chưa có,,Là nguyên nhân gây ra,tăng huyết áp kháng trị,DiseaseSubtype,C1834155,,Tăng aldosteron hoặc tăng cortisol cận lâm sàng được xác định ở 15% đến 20% số trường hợp tăng huyết áp kháng trị.,01_tanghuyetap.txt
104,tăng huyết áp,Disease,C0020538,,Gây tổn thương cơ quan,não,Organ,C0006104,,"Thông thường, bệnh sẽ không biểu hiện triệu chứng trừ khi tình trạng tăng huyết áp trở nặng hoặc kéo dài, gây tổn thương các cơ quan đích như não, tim hoặc thận.",01_tanghuyetap.txt
105,tăng huyết áp,Disease,C0020538,,Gây tổn thương cơ quan,thận,Organ,C0022646,,"Thông thường, bệnh sẽ không biểu hiện triệu chứng trừ khi tình trạng tăng huyết áp trở nặng hoặc kéo dài, gây tổn thương các cơ quan đích như não, tim hoặc thận.",01_tanghuyetap.txt
106,tăng huyết áp,Disease,C0020538,,Gây tổn thương cơ quan,tim,Organ,C0018787,,"Thông thường, bệnh sẽ không biểu hiện triệu chứng trừ khi tình trạng tăng huyết áp trở nặng hoặc kéo dài, gây tổn thương các cơ quan đích như não, tim hoặc thận.",01_tanghuyetap.txt
107,tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,Bóc tách động mạch chủ ngực,Complication,C0729233,,Bóc tách động mạch chủ ngực thường là hậu quả của tăng huyết áp,01_tanghuyetap.txt
108,tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,Mức huyết áp tăng cao dẫn đến xơ vữa động mạch toàn thể và đẩy nhanh quá trình hình thành xơ vữa động mạch.,01_tanghuyetap.txt
109,tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,bệnh động mạch vành,Disease,C1956346,,Bệnh động mạch vành là nguyên nhân thường gặp nhất gây tử vong ở bệnh nhân được điều trị.,01_tanghuyetap.txt
110,tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,nhồi máu não,Complication,C0007785,,"Ở những bệnh nhân được điều trị nhưng chưa thích hợp, nhồi máu não hoặc xuất huyết não là biến chứng phổ biến nhất.",01_tanghuyetap.txt
111,tăng huyết áp,Disease,C0020538,,Dẫn đến biến chứng,phình động mạch chủ bụng,Complication,C0162871,,hầu hết bệnh nhân phình động mạch chủ bụng đều có tăng huyết áp.,01_tanghuyetap.txt
112,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có dấu hiệu thực thể,xuất huyết võng mạc,Sign,C0035317,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
113,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có triệu chứng cơ năng,buồn nôn và nôn,Symptom,C0027498,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
114,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có triệu chứng cơ năng,co giật,Symptom,C0036572,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp. Các dấu hiệu đó có thể bao gồm co giật,01_tanghuyetap.txt
115,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có triệu chứng cơ năng,khó thở,Symptom,C0013404,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
116,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có triệu chứng cơ năng,triệu chứng thần kinh khu trú,Symptom,C0746857,,"Các dấu hiệu đó có thể bao gồm co giật hoặc các triệu chứng thần kinh khu trú, xuất huyết võng mạc, đau ngực, khó thở hoặc buồn nôn và nôn.",01_tanghuyetap.txt
117,tăng huyết áp cấp cứu,DiseaseSubtype,C0745136,,Có triệu chứng cơ năng,đau ngực,Symptom,C0008031,,Khi có dấu hiệu của tăng huyết áp cấp cứu cần hạ huyết áp ngay lập tức với các thuốc hạ áp.,01_tanghuyetap.txt
118,tăng huyết áp do mạch thận,DiseaseSubtype,C0020545,,Là nguyên nhân gây ra,tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
119,tối ưu hóa việc tuân thủ phác đồ,Treatment,Chưa có,,Điều trị,tăng huyết áp,Disease,C0020538,,"Nếu bệnh nhân không đạt được huyết áp mục tiêu, bác sĩ lâm sàng nên cố gắng tối ưu hóa việc tuân thủ phác đồ hiện tại trước khi chuyển đổi hoặc thêm thuốc.",01_tanghuyetap.txt
120,tổng sức cản mạch ngoại vi (TPR),Mechanism,C1258192,,Là cơ chế sinh bệnh học của,huyết áp,Disease,C1271104,,"Bởi vì huyết áp bằng lưu lượng tim (CO) nhân với tổng sức cản mạch ngoại vi (TPR), cơ chế gây bệnh liên quan đến",01_tanghuyetap.txt
121,tỷ lệ albumin/creatinin niệu,Test,C0455271,,Dùng để chẩn đoán,tăng huyết áp,Disease,C0020538,,"Các xét nghiệm có thể bao gồm Phân tích nước tiểu và tỷ lệ albumin/creatinin niệu; nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
122,u tế bào ưa crom,Cause,C4551683,,Là nguyên nhân gây ra,tăng huyết áp,Disease,C0020538,,"Dạng này là điển hình của tăng huyết áp nguyên phát và tăng huyết áp do cường aldosteron nguyên phát, u tủy thượng thận, bệnh mạch thận và bệnh nhu mô thận.",01_tanghuyetap.txt
123,xơ cứng động mạch chủ,Mechanism,C1331537,,Là cơ chế sinh bệnh học của,tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số bệnh nhân cao tuổi có tăng huyết áp tâm thu đơn độc với cung lượng tim bình thường hoặc thấp, có thể là do sự xơ cứng động mạch chủ và các nhánh lớn của nó.",01_tanghuyetap.txt
124,yếu tố nguy cơ,RiskFactor,C0035648,,Làm tăng nguy cơ mắc,Tăng huyết áp tiên phát,Disease,C0085580,,Phụ thuộc vào huyết áp và bệnh tim mạch hoặc các yếu tố nguy cơ kèm theo Tăng huyết áp tiên phát không chữa được,01_tanghuyetap.txt
125,yếu tố nguy cơ,RiskFactor,C0035648,,Làm tăng nguy cơ mắc,tăng huyết áp nguyên phát,DiseaseSubtype,C0085580,,Phụ thuộc vào huyết áp và bệnh tim mạch hoặc các yếu tố nguy cơ kèm theo Tăng huyết áp tiên phát không chữa được,01_tanghuyetap.txt
126,đo huyết áp tại nhà,Test,C1449681,,Dùng để chẩn đoán,Tăng huyết áp áo choàng trắng,DiseaseSubtype,C0262534,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
127,đo huyết áp tại nhà,Test,C1449681,,Dùng để chẩn đoán,Tăng huyết áp ẩn,DiseaseSubtype,C3178811,,Theo dõi huyết áp tại nhà hoặc theo dõi huyết áp lưu động được chỉ định khi nghi ngờ bị tăng huyết áp áo choàng trắng hoặc tăng huyết áp ẩn.,01_tanghuyetap.txt
128,đánh giá lại thường xuyên,Treatment,Chưa có,,Điều trị,tăng huyết áp,Disease,C0020538,,Một phần quan trọng trong quản lý bệnh nhân tăng huyết áp là đánh giá lại thường xuyên.,01_tanghuyetap.txt
