STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
98,Kế hoạch quản lý bệnh hen,Treatment,C1445942,,Điều trị,Hen,Disease,C0004096,,Thanh thiếu niên và trẻ em lớn nên tham gia vào việc phát triển các kế hoạch quản lý bệnh hen của riêng mình và thiết lập các mục tiêu riêng của họ trong điều trị để cải thiện sự tuân thủ.,henphequan.txt
99,Leptin,Mechanism,C0299583,,Là cơ chế sinh bệnh học của,Hen,Disease,C0004096,,"Các chất trung gian chính liên quan đến các nghiên cứu quan sát và nghiên cứu cắt ngang bao gồm leptin, adipokine và Il-6 huyết thanh.",henphequan.txt
100,Liệu pháp kiểm soát hen,Treatment,Chưa có,,Điều trị,Bệnh hen do tập luyện,Disease,C0004099,,liệu pháp kiểm soát (bước 2 trở lên trong Bảng Các bước quản lý bệnh hen) nên được bắt đầu nếu các triệu chứng do tập thể dục không đáp ứng với thuốc hít,henphequan.txt
101,Liệu pháp kiểm soát hen,Treatment,Chưa có,,Điều trị,Hen do gắng sức,DiseaseSubtype,C0004099,,liệu pháp kiểm soát (bước 2 trở lên trong Bảng Các bước quản lý bệnh hen) nên được bắt đầu nếu các triệu chứng do tập thể dục không đáp ứng với thuốc hít,henphequan.txt
102,Liệu pháp sinh học,Treatment,C0005527,,Điều trị,Hen,Disease,C0004096,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
103,Lưu lượng đỉnh (PEF),Test,C1518922,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Các phép đo lưu lượng đỉnh (PEF) với máy đo lưu lượng cầm tay không tốn kém được khuyến cáo để theo dõi mức độ nghiêm trọng của bệnh và hướng dẫn điều trị.,henphequan.txt
104,Lưu lượng đỉnh (PEF),Test,C1518922,,Dùng để chẩn đoán,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,đặc biệt là để quản lý các đợt cấp dựa trên lưu lượng đỉnh cá nhân tốt nhất của bệnh nhân,henphequan.txt
105,Lưu lượng đỉnh cá nhân tốt nhất,Test,C4285560,,Dùng để chẩn đoán,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,đặc biệt là để quản lý các đợt cấp dựa trên lưu lượng đỉnh cá nhân tốt nhất của bệnh nhân,henphequan.txt
106,Mức FeNO > 50 ppb,Measurement,Chưa có,Thông số: FeNO; Giá trị: >50 ppb,Xác định ngưỡng chẩn đoán cho,Hen,Disease,C0004096,,"Mức FeNO > 50 ppb phù hợp với tình trạng viêm đường hô hấp do dị ứng, hỗ trợ chẩn đoán hen suyễn.",henphequan.txt
107,NSAID,DrugClass,C0003211,,Điều trị,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,Việc điều trị đầu tiên cho hen nhạy cảm aspirin là tránh aspirin và NSAID khác.,henphequan.txt
108,Nghiệm pháp giãn phế quản,Test,Chưa có,,Dùng để chẩn đoán,Rối loạn thông khí tắc nghẽn,Disease,C0746984,,"xác định mức độ hồi phục của rối loạn thông khí tắc nghẽn (ví dụ, bằng cách dùng thử corticosteroid hít trong 2 tới 3 tuần hoặc thử nghiệm chức năng hô hấp với nghiệm pháp giãn phế quản).",henphequan.txt
109,Nghiệm pháp kích thích methacholine,Test,C3174375,,Dùng để chẩn đoán,Hen,Disease,C0004096,,"Nếu nghi ngờ hen, sắp xếp kiểm tra chức năng hô hấp, với nghiệm pháp kích thích bằng methacholine nếu cần.",henphequan.txt
110,Nghiệm pháp kích thích phế quản,Test,C0006265,,Dùng để chẩn đoán,Hen,Disease,C0004096,,"Nghiệm pháp kích thích, trong đó metacholine dạng hít (hoặc các thuốc thay thế như histamin hít, adenosine hoặc bradykinin, hoặc nghiệm pháp tập gắng sức) được dùng để gây co thắt phế quản, được chỉ định cho những bệnh nhân bị nghi ngờ mắc bệnh hen suyễn có kết quả đo chức năng hô hấp và biểu đồ lưu lượng thể tích bình thường và cho bệnh nhân nghi ngờ bị hen suyễn thể ho, nếu không có chống chỉ định.",henphequan.txt
111,Ngưng thở khi ngủ do tắc nghẽn,Cause,C0520679,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
112,Ngưỡng biến thiên PEF trong ngày: > 20%,Measurement,Chưa có,Thông số: Biến thiên PEF trong ngày; Giá trị: >20 %,Xác định ngưỡng chẩn đoán cho,Không ổn định đường thở,DiseaseSubtype,Chưa có,,Sự biến thiên trong ngày > 20% cho thấy sự không ổn định đường thở,henphequan.txt
113,"Ngưỡng tăng huyết áp nặng: HA tâm thu > 200 mmHg, HA tâm trương > 100 mmHg",Measurement,Chưa có,Thông số: Huyết áp; Huyết áp 200/100,Xác định ngưỡng chẩn đoán cho,Tăng huyết áp nặng,DiseaseSubtype,C5395247,,tăng huyết áp nặng (HA tâm thu > 200 mm Hg; HA tâm trương > 100 mm Hg).,henphequan.txt
114,Nhiễm trùng đường hô hấp trên,Disease,C0041912,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Ở trẻ lớn hơn và người lớn, nhiễm trùng đường hô hấp trên (đặc biệt với rhinovirus) và viêm phổi là các yếu tố gây khởi phát phổ biến.",henphequan.txt
115,Nhiễm trùng đường hô hấp trên do virus,RiskFactor,C0339916,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Hạn chế tiếp xúc với người có nhiễm trùng đường hô hấp trên do virus cũng rất quan trọng.,henphequan.txt
116,Nhiễm trùng đường hô hấp trên do virus,RiskFactor,C0339916,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Hạn chế tiếp xúc với người có nhiễm trùng đường hô hấp trên do virus cũng rất quan trọng.,henphequan.txt
117,Nhân tố môi trường,Cause,C0686732,,Là nguyên nhân gây ra,Hen,Disease,C0004096,,Nhân tố môi trường là nguyên nhân của hen có thể bao gồm những yếu tố sau:,henphequan.txt
118,Nhạy cảm với bọ ve trong nhà,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Giới nữ, hút thuốc, tuổi dậy thì sớm, nhạy cảm với bọ ve trong nhà là những yếu tố nguy cơ cho hen kéo dài và tái phát.",henphequan.txt
119,Nitơ oxit,Cause,C0028167,,Là nguyên nhân gây ra,Hen kích ứng,Disease,Chưa có,,"Hen kích ứng đề cập đến một phản ứng tương tự, dai dẳng giống như hen sau khi tiếp xúc nhiều lần hoặc mạn tính với các chất kích thích tương tự.",henphequan.txt
120,Oxit nitric thở ra (FeNO),Mechanism,C5445160,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Phép đo nitric oxide theo phân đoạn thở ra đã được đề xuất như một phương pháp hỗ trợ trong việc đánh giá mức độ kiểm soát hen suyễn,henphequan.txt
121,Oxit nitric thở ra (FeNO),Mechanism,C5445160,,Là cơ chế sinh bệnh học của,Viêm do dị ứng (T2),DiseaseSubtype,Chưa có,,"T2, hoặc viêm do dị ứng, thường được đặc trưng bởi tăng oxit nitric thở ra (FeNO)",henphequan.txt
122,Phân loại mức độ nghiêm trọng của bệnh hen suyễn,Guideline,Chưa có,,Phân loại thể bệnh,Mức độ nặng của bệnh,DiseaseSubtype,C3494263,,"Mức độ nặng là cường độ thực chất của quá trình bệnh (nghĩa là xấu đến mức nào, xem bảng Phân loại mức độ nghiêm trọng của bệnh hen suyễn).",henphequan.txt
123,Prostaglandin,Mechanism,C0033554,,Là cơ chế sinh bệnh học của,Co mạch phổi bù trừ,Mechanism,Chưa có,,các cơ chế bù trừ này lại thất bại trong đợt cấp của hen do tác dụng giãn mạch của prostaglandin,henphequan.txt
124,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
125,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
126,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Hạn chế luồng khí,Sign,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
127,RADS,Disease,C1299633,,Có triệu chứng cơ năng,Ho,Symptom,C0010200,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
128,RADS,Disease,C1299633,,Có triệu chứng cơ năng,Khó thở,Symptom,C0013404,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
129,RAST,Test,C0034554,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Test da và đo IgE dị nguyên đặc hiệu thông qua kiểm tra chất hấp thụ radio (RAST) có thể xác định được các tác nhân gây dị ứng cụ thể.,henphequan.txt
130,Roflumilast,Drug,C0965618,,Điều trị,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
131,Roflumilast,Drug,C0965618,,Điều trị,Chồng chéo Hen suyễn-COPD,Disease,C4038730,,ACO đại diện cho một nhóm nhỏ bệnh nhân hen suyễn (từ 15 đến 35%) và COPD (từ 10 đến 40%) có thể đáp ứng với các loại thuốc không thường được chỉ định cho tình trạng rối loạn tương ứng với chẩn đoán chính của bệnh nhân (ví dụ: kê đơn roflimulast/azithromycin,henphequan.txt
132,Roflumilast,Drug,C0965618,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
133,Roflumilast,Drug,C0965618,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
134,Rối loạn chức năng dây thanh âm,Disease,C0859897,,Là nguyên nhân gây ra,Hen,Disease,C0004096,,"rối loạn chức năng dây thanh âm, một nguyên nhân phổ biến gây tắc nghẽn đường hô hấp trên biểu hiện giống như bệnh hen.",henphequan.txt
135,Rối loạn chức năng dây thanh âm,Disease,C0859897,,Là nguyên nhân gây ra,Tắc nghẽn đường hô hấp trên,DiseaseSubtype,C0340101,,"rối loạn chức năng dây thanh âm, một nguyên nhân phổ biến gây tắc nghẽn đường hô hấp trên",henphequan.txt
136,Sulfite,RiskFactor,C0038750,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Các bệnh nhân nhạy cảm với sulfite nên tránh đồ có chứa sulfite,henphequan.txt
137,Sulfite,RiskFactor,C0038750,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Các bệnh nhân nhạy cảm với sulfite nên tránh đồ có chứa sulfite,henphequan.txt
138,Suy giảm chức năng hô hấp,Disease,C0035229,,Có triệu chứng cơ năng,Triệu chứng mạn tính,Symptom,C4699979,,"giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp và giảm thiểu các triệu chứng mạn tính",henphequan.txt
139,Suy giảm chức năng hô hấp,Disease,C0035229,,Dẫn đến biến chứng,Đợt cấp,Complication,C2919376,,"Mục tiêu điều trị là giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp",henphequan.txt
140,Suy giảm chức năng hô hấp,Disease,C0035229,,Dẫn đến biến chứng,Đợt cấp tính,DiseaseSubtype,C2919376,,"Mục tiêu điều trị là giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp",henphequan.txt
141,Sử dụng cocaine dạng hít,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
142,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán,Measurement,Chưa có,Thông số: Cải thiện FEV1; Giá trị: > hoặc >=12% hoặc 10% %,Xác định ngưỡng chẩn đoán cho,Hen,Disease,C0004096,,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán sau dùng thuốc giãn phế quản thể hiện rối loạn thông khí tắc nghẽn có hồi phục,henphequan.txt
143,T hỗ trợ loại 1 (TH1),Mechanism,C0242632,,Là cơ chế sinh bệnh học của,Tế bào Th2,Mechanism,C0242633,,"Sự phơi nhiễm trong thời thơ ấu với vi khuẩn, virus, nội độc tố có thể chuyển cơ thể sang sự phản ứng với T hỗ trợ loại 1 (TH1), ngăn chặn tế bào Th2",henphequan.txt
144,Test da,Test,C0037296,,Dùng để chẩn đoán,Hen,Disease,C0004096,,Test da và đo IgE dị nguyên đặc hiệu thông qua kiểm tra chất hấp thụ radio (RAST) có thể xác định được các tác nhân gây dị ứng cụ thể.,henphequan.txt
145,Thiếu oxy vùng,Mechanism,Chưa có,,Là một phần của cơ chế,Co mạch phổi bù trừ,Mechanism,Chưa có,,tình trạng thiếu oxy vùng và tăng carbonic máu sẽ kích thích sự co mạch phổi bù trừ,henphequan.txt
146,Thuốc chẹn beta không chọn lọc,DrugClass,Chưa có,,Chống chỉ định cho,Hen,Disease,C0004096,,Hen suyễn là một chống chỉ định đối với việc sử dụng các thuốc chẹn beta không chọn lọc,henphequan.txt
147,Thuốc chống viêm,DrugClass,C0003209,,Điều trị,Hen,Disease,C0004096,,Các nghiên cứu thực nghiệm về thuốc giãn phế quản và thuốc chống viêm có thể hữu ích cho cả hai.,henphequan.txt
148,Thuốc cường beta-2,DrugClass,C2936789,,Điều trị,Hen,Disease,C0004096,,"Điều trị liên quan đến kiểm soát các yếu tố khởi phát và điều trị bằng thuốc, thường dùng nhất là thuốc cường beta-2 và corticosteroid dạng hít.",henphequan.txt
149,Thuốc cường beta-2 tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh hen do tập luyện,Disease,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng,henphequan.txt
150,Thuốc cường beta-2 tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Hen do gắng sức,DiseaseSubtype,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng,henphequan.txt
151,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Hen,Disease,C0004096,,Các nhóm thuốc chính thường được sử dụng trong điều trị hen suyễn và cơn hen kịch phát bao gồm Thuốc giãn phế quản,henphequan.txt
152,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Hen kích ứng,Disease,Chưa có,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản) và đáp ứng đáng kể với thuốc giãn phế quản và thường là corticosteroid.",henphequan.txt
153,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,RADS,Disease,C1299633,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản) và đáp ứng đáng kể với thuốc giãn phế quản và thường là corticosteroid.",henphequan.txt
154,Thuốc giãn phế quản,DrugClass,C0006280,,Điều trị,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,Các nhóm thuốc chính thường được sử dụng trong điều trị hen suyễn và cơn hen kịch phát bao gồm Thuốc giãn phế quản,henphequan.txt
155,Thuốc giãn phế quản dạng hít,DrugClass,C0578554,,Điều trị,Đợt cấp hen suyễn,DiseaseSubtype,C0340066,,Điều trị bao gồm Thuốc giãn phế quản dạng hít (thuốc chủ vận beta và thuốc kháng cholinergic),henphequan.txt
156,Thuốc giãn phế quản tác dụng dài,DrugClass,Chưa có,,Điều trị,Hen,Disease,C0004096,,"Kiểm soát bệnh hen mạn tính với các thuốc điều chỉnh phản ứng dị ứng và miễn dịch - thường là corticosteroid hít - với các thuốc khác (ví dụ thuốc giãn phế quản tác dụng dài, thuốc ổn định tế bào mast, thuốc ức chế leukotriene) được thêm vào dựa trên mức độ hen.",henphequan.txt
157,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Bệnh hen do tập luyện,Disease,C0004099,,"Thay vào đó, một thuốc giãn phế quản tác dụng ngắn được dự phòng trước khi tập thể dục và khi cần thiết trong hoặc sau khi tập thể dục",henphequan.txt
158,Thuốc giãn phế quản tác dụng ngắn,DrugClass,Chưa có,,Điều trị,Hen do gắng sức,DiseaseSubtype,C0004099,,"Thay vào đó, một thuốc giãn phế quản tác dụng ngắn được dự phòng trước khi tập thể dục và khi cần thiết trong hoặc sau khi tập thể dục",henphequan.txt
159,Thuốc tác dụng kéo dài,DrugClass,C1135768,,Điều trị,Hen,Disease,C0004096,,"Thuốc tác dụng kéo dài ngăn ngừa các vấn đề (như sự bất tiện, lúng túng) khi phải dùng thuốc ở trường.",henphequan.txt
160,Thuốc điều biến leukotriene,DrugClass,Chưa có,,Điều trị,Hen nhạy cảm aspirin,DiseaseSubtype,C3853540,,Thuốc điều biến leukotriene có thể làm chậm phản ứng đối với NSAID.,henphequan.txt
161,Thuốc đối kháng muscarinic tác dụng kéo dài,DrugClass,Chưa có,,Chống chỉ định cho,Hen,Disease,C0004096,,"Trẻ em > 5 tuổi bị hen suyễn có thể được điều trị tương tự như người lớn, ngoại trừ việc không khuyến nghị dùng thuốc đối kháng muscarinic tác dụng kéo dài.",henphequan.txt
162,Thuốc ổn định tế bào mast,DrugClass,C1268905,,Điều trị,Bệnh hen do tập luyện,Disease,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
163,Thuốc ổn định tế bào mast,DrugClass,C1268905,,Điều trị,Hen,Disease,C0004096,,"Kiểm soát bệnh hen mạn tính với các thuốc điều chỉnh phản ứng dị ứng và miễn dịch - thường là corticosteroid hít - với các thuốc khác (ví dụ thuốc giãn phế quản tác dụng dài, thuốc ổn định tế bào mast, thuốc ức chế leukotriene) được thêm vào dựa trên mức độ hen.",henphequan.txt
164,Thuốc ổn định tế bào mast,DrugClass,C1268905,,Điều trị,Hen do gắng sức,DiseaseSubtype,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
165,Thuốc ức chế bơm proton,DrugClass,C0358591,,Điều trị,Bệnh trào ngược dạ dày thực quản (GERD),Disease,C0017168,,"điều trị GERD không có triệu chứng (ví dụ, với thuốc ức chế bơm proton)",henphequan.txt
166,Thuốc ức chế leukotriene,DrugClass,C0595726,,Điều trị,Hen,Disease,C0004096,,"Trẻ nhỏ và trẻ em < 5 tuổi cần điều trị > 2 lần/tuần nên được dùng thuốc chống viêm hàng ngày với corticosteroid dạng hít (ưu tiên), thuốc đối kháng thụ thể leukotriene, hoặc cromolyn.",henphequan.txt
167,Thời gian khởi phát RADS: vài phút đến vài giờ,Measurement,Chưa có,Thông số: Thời gian khởi phát; max_value: 24,Xác định ngưỡng chẩn đoán cho,RADS,Disease,C1299633,,"Hội chứng rối loạn chức năng đường thở phản ứng (RADS) là sự khởi phát nhanh chóng (vài phút đến vài giờ, nhưng không phải > 24 giờ) của một hội chứng giống hen suyễn",henphequan.txt
168,"Thời gian khởi phát RADS: vài phút đến vài giờ, không quá 24 giờ",Measurement,Chưa có,Thông số: Thời gian khởi phát; max_value: 24,Xác định ngưỡng chẩn đoán cho,RADS,Disease,C1299633,,"Hội chứng rối loạn chức năng đường thở phản ứng (RADS) là sự khởi phát nhanh chóng (vài phút đến vài giờ, nhưng không phải > 24 giờ) của một hội chứng giống hen suyễn",henphequan.txt
169,Thời gian kiểm soát hen suyễn tốt: >= 3 tháng,Measurement,Chưa có,Thông số: Thời gian kiểm soát hen suyễn tốt; Giá trị: >=3 tháng; min_value: 3,Xác định ngưỡng chẩn đoán cho,Hen,Disease,C0004096,,"Một khi hen suyễn đã được kiểm soát tốt trong ít nhất 3 tháng, thuốc điều trị có thể giảm đến mức tối thiểu duy trì sự kiểm soát tốt (xuống bậc).",henphequan.txt
170,Tiêu chí lâm sàng,Test,C5549662,,Dùng để chẩn đoán,Đợt cấp hen,Complication,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng,henphequan.txt
171,Tiêu chí lâm sàng,Test,C5549662,,Dùng để chẩn đoán,Đợt cấp hen phế quản,DiseaseSubtype,C0340061,,Bệnh nhân hen có đợt cấp được đánh giá dựa trên các tiêu chí lâm sàng,henphequan.txt
172,Tiếp xúc với chất kích thích,RiskFactor,C5768267,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích),henphequan.txt
173,Tiền sử,Test,C0262926,,Dùng để chẩn đoán,Hen,Disease,C0004096,,"Việc chẩn đoán được dựa trên tiền sử, khám lâm sàng và đo chức năng hô hấp.",henphequan.txt
174,Tiền sử nhập viện do đợt cấp,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tử vong,Complication,C1306577,,"Các yếu tố nguy cơ tử vong bao gồm việc tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện, các đợt nhập viện trước đây do đợt cấp và giá trị lưu lượng đỉnh thở ra khi nhập viện thấp hơn.",henphequan.txt
175,Tuổi dậy thì sớm,RiskFactor,C0034013,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Giới nữ, hút thuốc, tuổi dậy thì sớm, nhạy cảm với bọ ve trong nhà là những yếu tố nguy cơ cho hen kéo dài và tái phát.",henphequan.txt
176,Tuổi mẹ khi sinh quá trẻ,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,"Hen suyễn cũng liên quan đến các yếu tố chu sinh, chẳng hạn như bà mẹ sinh con khi còn quá trẻ",henphequan.txt
177,Tăng bạch cầu ái toan,Mechanism,C0014457,,Là cơ chế sinh bệnh học của,Chồng chéo Hen suyễn-COPD,Disease,C4038730,,"các đặc điểm của hen suyễn truyền thống, bao gồm tăng bạch cầu ái toan trong máu hoặc trong đờm và tắc nghẽn dòng khí có thể đảo ngược.",henphequan.txt
178,Tăng carbon dioxide (PCO2) >= 40 mmHg,Measurement,Chưa có,Thông số: PCO2 máu; Giá trị: >=40 mmHg,Xác định ngưỡng chẩn đoán cho,Hen,Disease,C0004096,,"Do đó, tăng carbon dioxide có thể xảy ra khi PCO2 đạt tới 40 mmHg.",henphequan.txt
179,Tăng nhu cầu sử dụng corticosteroid đường uống,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tử vong,Complication,C1306577,,Các yếu tố nguy cơ tử vong bao gồm việc tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,henphequan.txt
180,Tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Tử vong,Complication,C1306577,,Các yếu tố nguy cơ tử vong bao gồm việc tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,henphequan.txt
181,Tăng đáp ứng phế quản,Mechanism,C0085129,,Là cơ chế sinh bệnh học của,RADS,Disease,C1299633,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
182,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
183,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Hen,Disease,C0004096,,Tập thể dục có thể là một yếu tố khởi phát,henphequan.txt
184,Tập thể dục,Treatment,C0015259,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Hen do gắng sức thường có thể được ngăn ngừa bằng dùng thuốc cường beta-2 tác dụng ngắn dạng hít dự phòng hoặc thuốc ổn định tế bào mast trước khi bắt đầu tập thể dục.,henphequan.txt
185,Tế bào Th2,Mechanism,C0242633,,Là cơ chế sinh bệnh học của,Hen,Disease,C0004096,,"Ở bệnh nhân hen suyễn, tế bào TH2 và các loại tế bào khác - đặc biệt là bạch cầu ái toan và các tế bào mast, các dưới nhóm CD4+ và bạch cầu trung tính - hình thành quá trình viêm thâm nhiễm lan rộng vào biểu mô và cơ trơn đường thở, dẫn đến sự thay đổi đường thở (như sự viêm trợt, xơ hóa dưới biểu mô, tăng sinh mạch, phì đại cơ trơn).",henphequan.txt
186,Tỷ lệ FEV1/FVC,Measurement,Chưa có,Thông số: Tỷ lệ FEV1/FVC,Làm thay đổi / điều biến,Hen,Disease,C0004096,,"Suy giảm chức năng hoặc suy giảm chức năng sinh lý, suy giảm khách quan ở phổi có thể được đo bằng phương pháp đo phế dung kế, chủ yếu là thể tích thở ra gắng sức trong 1 giây (FEV1) và tỷ lệ giữa FEV1 với dung tích sống gắng sức (FVC), tương quan chặt chẽ với các thành phần chủ quan kiểm soát hen suyễn bao gồm các triệu chứng và các đặc điểm lâm sàng như là",henphequan.txt
