id,name,normalized_name,entity_type,umls_cui,umls_sty,formatted_attributes,attributes,source_document,created_at
Measurement:pco2 gần 40 mm hg,PCO2 ở mức gần 40 mm Hg,PCO2 gần 40 mm Hg,Measurement,,,Thông số: PCO2; Giá trị: gần40 mm Hg,"{""parameter"": ""PCO2"", ""value"": 40, ""unit"": ""mm Hg"", ""operator"": ""gần""}",henphequan.txt,2026-08-21T07:13:37.853Z
Measurement:paco2 > 45 mm hg,PaCO2 > 45 mm Hg,PaCO2 > 45 mm Hg,Measurement,,,Thông số: PaCO2; Giá trị: >45 mm Hg,"{""parameter"": ""PaCO2"", ""operator"": "">"", ""value"": 45, ""unit"": ""mm Hg""}",henphequan.txt,2026-08-21T07:13:25.518Z
Measurement:tăng paco2,PaCO2 tăng,Tăng PaCO2,Measurement,,,Thông số: PaCO2,"{""parameter"": ""PaCO2"", ""operator"": ""tăng""}",henphequan.txt,2026-08-21T07:13:22.332Z
Measurement:sự cải thiện fev1 > 12% hoặc tăng >= 10% so với fev1 dự đoán,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán,Sự cải thiện FEV1 > 12% hoặc tăng >= 10% so với FEV1 dự đoán,Measurement,,,Thông số: Cải thiện FEV1; Giá trị: > hoặc >=12% hoặc 10% %,"{""parameter"": ""Cải thiện FEV1"", ""operator"": ""> hoặc >="", ""value"": ""12% hoặc 10%"", ""unit"": ""%""}",henphequan.txt,2026-08-21T07:13:28.01Z
Measurement:suy giảm fev1 > 20%,Sự suy giảm FEV1 > 20%,Suy giảm FEV1 > 20%,Measurement,,,Thông số: Suy giảm FEV1,"{""parameter"": ""Suy giảm FEV1"", ""operator"": ""> 20%"", ""unit"": ""%""}",henphequan.txt,2026-08-21T07:13:39.725Z
Measurement:suy giảm fev1 > 20% trong nghiệm pháp kích thích,Sự suy giảm FEV1 > 20%,Suy giảm FEV1 > 20% trong nghiệm pháp kích thích,Measurement,,,Thông số: Suy giảm FEV1; Giá trị: >20 %,"{""parameter"": ""Suy giảm FEV1"", ""operator"": "">"", ""value"": 20, ""unit"": ""%""}",henphequan.txt,2026-08-21T07:13:28.738Z
Measurement:độ tuổi: < 5 tuổi,Trẻ em < 5 tuổi,Độ tuổi: < 5 tuổi,Measurement,,,Thông số: Độ tuổi; Giá trị: <5,"{""parameter"": ""Độ tuổi"", ""value"": 5, ""operator"": ""<""}",henphequan.txt,2026-08-21T07:13:36.788Z
Measurement:tần suất điều trị ở trẻ em < 5 tuổi: > 2 lần/tuần,Trẻ em < 5 tuổi cần điều trị > 2 lần/tuần,Tần suất điều trị ở trẻ em < 5 tuổi: > 2 lần/tuần,Measurement,,,Thông số: Tần suất điều trị; Giá trị: >2 lần/tuần,"{""parameter"": ""Tần suất điều trị"", ""value"": 2, ""operator"": "">"", ""unit"": ""lần/tuần""}",henphequan.txt,2026-08-21T07:13:40.524Z
Measurement:độ tuổi: > 5 tuổi,Trẻ em> 5 tuổi,Độ tuổi: > 5 tuổi,Measurement,,,Thông số: Độ tuổi; Giá trị: >5 tuổi,"{""parameter"": ""Độ tuổi"", ""value"": 5, ""operator"": "">"", ""unit"": ""tuổi""}",henphequan.txt,2026-08-21T07:13:36.917Z
Measurement:tăng bạch cầu ái toan trong máu > 400 tế bào/mcl,"Tăng bạch cầu ái toan trong máu (f > 400 tế bào/mcL [> 0,4 × 109 /L])",Tăng bạch cầu ái toan trong máu > 400 tế bào/mcL,Measurement,,,Thông số: Bạch cầu ái toan trong máu; Giá trị: >400 tế bào/mcL,"{""parameter"": ""Bạch cầu ái toan trong máu"", ""value"": 400, ""unit"": ""tế bào/mcL"", ""operator"": "">""}",henphequan.txt,2026-08-21T07:13:39.872Z
Measurement:số lượng bạch cầu ái toan trong máu > 400 tế bào/mcl,"Tăng bạch cầu ái toan trong máu (f > 400 tế bào/mcL [> 0,4 × 109 /L])",Số lượng bạch cầu ái toan trong máu > 400 tế bào/mcL,Measurement,,,Thông số: Số lượng bạch cầu ái toan trong máu; Giá trị: >400 tế bào/mcL,"{""parameter"": ""Số lượng bạch cầu ái toan trong máu"", ""value"": 400, ""unit"": ""tế bào/mcL"", ""operator"": "">""}",henphequan.txt,2026-08-21T07:13:29.605Z
CUI:C0005824,chỉ số [HA],Chỉ số huyết áp,Measurement,C0005824,Health Care Activity,Thông số: Huyết áp,"{""parameter"": ""Huyết áp""}",henphequan.txt,2026-08-21T07:13:22.766Z
Measurement:giá trị lưu lượng đỉnh thở ra khi nhập viện thấp,giá trị lưu lượng đỉnh thở ra khi nhập viện thấp hơn,Giá trị lưu lượng đỉnh thở ra khi nhập viện thấp,Measurement,,,Thông số: Lưu lượng đỉnh thở ra,"{""parameter"": ""Lưu lượng đỉnh thở ra"", ""operator"": ""<""}",henphequan.txt,2026-08-21T07:13:30.963Z
Measurement:thời gian kiểm soát hen suyễn tốt: >= 3 tháng,kiểm soát tốt trong ít nhất 3 tháng,Thời gian kiểm soát hen suyễn tốt: >= 3 tháng,Measurement,,,Thông số: Thời gian kiểm soát hen suyễn tốt; Giá trị: >=3 tháng; min_value: 3,"{""parameter"": ""Thời gian kiểm soát hen suyễn tốt"", ""min_value"": 3, ""unit"": ""tháng"", ""operator"": "">="", ""value"": 3}",henphequan.txt,2026-08-21T07:13:35.832Z
CUI:C0232118,mạch nghịch thường (ví dụ: giảm huyết áp tâm thu [BP] > 10 mm Hg trong khi hít vào),Mạch nghịch thường: giảm huyết áp tâm thu > 10 mm Hg khi hít vào,Measurement,C0232118,Finding,Thông số: Giảm huyết áp tâm thu khi hít vào; Giá trị: >10 mm Hg,"{""parameter"": ""Giảm huyết áp tâm thu khi hít vào"", ""operator"": "">"", ""value"": 10, ""unit"": ""mm Hg""}",henphequan.txt,2026-08-21T07:13:25.234Z
Measurement:mạch nghịch thường > 15 mm hg,mạch nghịch thường > 15 mm Hg,Mạch nghịch thường > 15 mm Hg,Measurement,,,Thông số: Mạch nghịch thường; Giá trị: >15 mm Hg,"{""parameter"": ""Mạch nghịch thường"", ""operator"": "">"", ""value"": 15, ""unit"": ""mm Hg""}",henphequan.txt,2026-08-21T07:13:25.388Z
Measurement:độ tuổi: > 65 tuổi,người lớn trên 65 tuổi,Độ tuổi: > 65 tuổi,Measurement,,,Thông số: Độ tuổi; Giá trị: >65 tuổi,"{""parameter"": ""Độ tuổi"", ""operator"": "">"", ""value"": 65, ""unit"": ""tuổi""}",henphequan.txt,2026-08-21T06:17:18.336Z
Measurement:fev1,thể tích thở ra gắng sức trong 1 giây (FEV1),FEV1,Measurement,,,Thông số: FEV1,"{""parameter"": ""FEV1""}",henphequan.txt,2026-08-21T07:13:24.199Z
Measurement:tần suất lặp lại đo chức năng hô hấp: 1 - 2 năm,từ 1 đến 2 năm,Tần suất lặp lại đo chức năng hô hấp: 1 - 2 năm,Measurement,,,Thông số: Tần suất lặp lại đo chức năng hô hấp; min_value: 1; max_value: 2,"{""parameter"": ""Tần suất lặp lại đo chức năng hô hấp"", ""min_value"": 1, ""max_value"": 2, ""unit"": ""năm""}",henphequan.txt,2026-08-21T07:13:34.375Z
Measurement:tần suất đo chức năng hô hấp: 1 - 2 năm,từ 1 đến 2 năm,Tần suất đo chức năng hô hấp: 1 - 2 năm,Measurement,,,Thông số: Tần suất đo chức năng hô hấp; min_value: 1; max_value: 2,"{""parameter"": ""Tần suất đo chức năng hô hấp"", ""min_value"": 1, ""max_value"": 2, ""unit"": ""năm""}",henphequan.txt,2026-08-21T07:13:40.311Z
Measurement:tỷ lệ fev1/fvc,tỷ lệ giữa FEV1 với dung tích sống gắng sức (FVC),Tỷ lệ FEV1/FVC,Measurement,,,Thông số: Tỷ lệ FEV1/FVC,"{""parameter"": ""Tỷ lệ FEV1/FVC""}",henphequan.txt,2026-08-21T07:13:24.285Z
"Measurement:thời gian khởi phát rads: vài phút đến vài giờ, không quá 24 giờ","vài phút đến vài giờ, nhưng không phải > 24 giờ","Thời gian khởi phát RADS: vài phút đến vài giờ, không quá 24 giờ",Measurement,,,Thông số: Thời gian khởi phát; max_value: 24,"{""parameter"": ""Thời gian khởi phát"", ""max_value"": 24, ""unit"": ""giờ""}",henphequan.txt,2026-08-21T07:13:38.963Z
Measurement:thời gian khởi phát rads: vài phút đến vài giờ,"vài phút đến vài giờ, nhưng không phải > 24 giờ",Thời gian khởi phát RADS: vài phút đến vài giờ,Measurement,,,Thông số: Thời gian khởi phát; max_value: 24,"{""parameter"": ""Thời gian khởi phát"", ""max_value"": 24, ""unit"": ""giờ""}",henphequan.txt,2026-08-21T07:13:19.428Z
Measurement:độ tuổi sử dụng zileuton: >= 12 tuổi,zileuton chỉ nên được sử dụng cho trẻ em >= 12 tuổi,Độ tuổi sử dụng Zileuton: >= 12 tuổi,Measurement,,,Thông số: Độ tuổi; Giá trị: >=12 tuổi,"{""parameter"": ""Độ tuổi"", ""value"": 12, ""operator"": "">="", ""unit"": ""tuổi""}",henphequan.txt,2026-08-21T07:13:36.854Z
Measurement:độ bão hòa oxy < 90%,độ bão hòa oxy < 90%,Độ bão hòa oxy < 90%,Measurement,,,Thông số: Độ bão hòa oxy; Giá trị: <90 %,"{""parameter"": ""Độ bão hòa oxy"", ""operator"": ""<"", ""value"": 90, ""unit"": ""%""}",henphequan.txt,2026-08-21T07:13:25.451Z
CUI:C1415576,HLA-DRB1,HLA-DRB1,Mechanism,C1415576,Gene or Genome,,{},henphequan.txt,2026-08-21T07:13:17.932Z
CUI:C0214743,IL-13,IL-13,Mechanism,C0214743,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:17.869Z
CUI:C0021758,IL-4,IL-4,Mechanism,C0021758,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:17.806Z
CUI:C0020846,IgE,IgE,Mechanism,C0020846,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:19Z
CUI:C5160476,IgE huyết thanh,IgE huyết thanh,Mechanism,C5160476,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:26.438Z
Mechanism:il-6 huyết thanh,Il-6 huyết thanh,Il-6 huyết thanh,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:17.251Z
CUI:C0242632,T hỗ trợ loại 1 (TH1),T hỗ trợ loại 1 (TH1),Mechanism,C0242632,Cell,,{},henphequan.txt,2026-08-21T07:13:19.129Z
CUI:C1456820,TNF-α,TNF-α,Mechanism,C1456820,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T03:24:23.599Z
CUI:C1955907,adipokine,Adipokine,Mechanism,C1955907,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-20T15:59:19.095Z
CUI:C0027950,bạch cầu trung tính,Bạch cầu trung tính,Mechanism,C0027950,Pathologic Function / Physiologic Function,,{},henphequan.txt,2026-08-21T03:24:21.77Z
CUI:C0014467,bạch cầu ái toan,Bạch cầu ái toan,Mechanism,C0014467,Pathologic Function / Physiologic Function,,{},henphequan.txt,2026-08-21T03:24:28.972Z
CUI:C1335386,bạch cầu ái toan trong máu,Bạch cầu ái toan trong máu,Mechanism,C1335386,Laboratory or Test Result,,{},henphequan.txt,2026-08-21T07:13:26.375Z
Mechanism:bạch cầu ái toan và ige,bạch cầu ái toan và IgE,Bạch cầu ái toan và IgE,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:18.718Z
CUI:C0038585,chất P,Chất P,Mechanism,C0038585,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:20.398Z
Mechanism:co mạch phổi bù trừ,co mạch phổi bù trừ,Co mạch phổi bù trừ,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:22.048Z
CUI:C0006266,co thắt phế quản,Co thắt phế quản,Mechanism,C0006266,Disease or Syndrome,,{},henphequan.txt,2026-08-21T03:24:21.694Z
Mechanism:co thắt phế quản nặng,co thắt phế quản nặng,Co thắt phế quản nặng,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:25.317Z
Mechanism:cơ trơn tái cấu trúc,cơ trơn tái cấu trúc,Cơ trơn tái cấu trúc,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:33.755Z
CUI:C1423517,gen ADAM33,Gen ADAM33,Mechanism,C1423517,Gene or Genome,,{},henphequan.txt,2026-08-21T07:13:18.063Z
Mechanism:gen fcer1b,gen FCER1B,Gen FCER1B,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:17.722Z
CUI:C1423930,gen ORMDL3,Gen ORMDL3,Mechanism,C1423930,Gene or Genome,,{},henphequan.txt,2026-08-21T07:13:18.126Z
CUI:C3493224,interferon-gamma,Interferon-gamma,Mechanism,C3493224,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:26.584Z
CUI:C0021760,interleukin 6 (IL-6),Interleukin 6,Mechanism,C0021760,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:36.304Z
CUI:C0021764,interleukins (IL),Interleukins,Mechanism,C0021764,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:38.832Z
CUI:C0299583,leptin,Leptin,Mechanism,C0299583,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:17.108Z
CUI:C0038581,neurokinin A,Neurokinin A,Mechanism,C0038581,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:20.467Z
CUI:C5445160,oxit nitric thở ra (FeNO),Oxit nitric thở ra (FeNO),Mechanism,C5445160,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:26.301Z
CUI:C0006669,peptit liên quan đến gen calcitonin,Peptit liên quan đến gen calcitonin,Mechanism,C0006669,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:20.531Z
Mechanism:đáp ứng miễn dịch t2,phản ứng miễn dịch tiền viêm và tiền dị ứng loại 2 (T2),Đáp ứng miễn dịch T2,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:18.651Z
CUI:C0033554,prostaglandin,Prostaglandin,Mechanism,C0033554,Organic Chemical,,{},henphequan.txt,2026-08-21T07:13:22.116Z
CUI:C0012472,prostaglandin E2,Prostaglandin E2,Mechanism,C0012472,Organic Chemical,,{},henphequan.txt,2026-08-21T07:13:20.598Z
CUI:C4304688,sự suy giảm,Sự suy giảm chức năng,Mechanism,C4304688,Finding,,{},henphequan.txt,2026-08-21T07:13:23.979Z
CUI:C0700292,thiếu oxy máu,Thiếu oxy máu,Mechanism,C0700292,Pathologic Function / Physiologic Function,,{},henphequan.txt,2026-08-21T07:13:22.27Z
Mechanism:thiếu oxy vùng,thiếu oxy vùng,Thiếu oxy vùng,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:21.915Z
CUI:C0014457,tăng bạch cầu ái toan trong máu hoặc trong đờm,Tăng bạch cầu ái toan,Mechanism,C0014457,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:26.925Z
CUI:C0020440,tăng carbonic máu,Tăng carbonic máu,Mechanism,C0020440,Finding,,{},henphequan.txt,2026-08-21T03:24:23.17Z
CUI:C0085129,tăng đáp ứng phế quản,Tăng đáp ứng phế quản,Mechanism,C0085129,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:20.141Z
CUI:C0242633,tế bào Th2,Tế bào Th2,Mechanism,C0242633,Cell,,{},henphequan.txt,2026-08-21T07:13:17.577Z
CUI:C0021368,viêm,Viêm,Mechanism,C0021368,Pathologic Function,,{},henphequan.txt,2026-08-21T07:13:17.66Z
CUI:C0041368,yếu tố hoại tử khối u,Yếu tố hoại tử khối u,Mechanism,C0041368,"Amino Acid, Peptide, or Protein",,{},henphequan.txt,2026-08-21T07:13:26.648Z
Mechanism:tăng áp lực carbon dioxide phế nang,áp lực carbon dioxide trong phế nang tăng lên,Tăng áp lực carbon dioxide phế nang,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:21.846Z
Mechanism:giảm áp lực oxy phế nang,áp lực oxy trong phế nang giảm,Giảm áp lực oxy phế nang,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:21.78Z
Mechanism:đáp ứng t2 tiền viêm,Đáp ứng T2 tiền viêm,Đáp ứng T2 tiền viêm,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:18.866Z
Mechanism:ứ khí nghiêm trọng,ứ khí nghiêm trọng,Ứ khí nghiêm trọng,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:39.249Z
Mechanism:ứ khí trong phổi,ứ khí trong phổi,Ứ khí trong phổi,Mechanism,,,,{},henphequan.txt,2026-08-21T07:13:25.857Z
CUI:C0006255,phế quản,Phế quản,Organ,C0006255,"Body Part, Organ, or Organ Component",,{},henphequan.txt,2026-08-21T07:13:22.914Z
CUI:C0024109,phổi,Phổi,Organ,C0024109,"Body Part, Organ, or Organ Component",,{},henphequan.txt,2026-08-20T15:58:28.587Z
CUI:C0282335,đường hô hấp,Đường hô hấp,Organ,C0282335,"Body Part, Organ, or Organ Component",,{},henphequan.txt,2026-08-21T07:13:33.485Z
CUI:C0458827,đường thở,Đường thở,Organ,C0458827,"Body Part, Organ, or Organ Component",,{},henphequan.txt,2026-08-21T07:13:20.665Z
CUI:C0001792,Người cao tuổi,Người cao tuổi,PatientGroup,C0001792,Population Group / Age Group,,{},henphequan.txt,2026-08-21T07:13:37.918Z
PatientGroup:bệnh nhân hen suyễn,bệnh nhân hen suyễn,Bệnh nhân hen suyễn,PatientGroup,,,,{},henphequan.txt,2026-08-21T07:13:23.701Z
CUI:C3845752,trẻ sơ sinh và trẻ nhỏ,Trẻ sơ sinh và trẻ nhỏ,PatientGroup,C3845752,Finding,,{},henphequan.txt,2026-08-21T07:13:16.943Z
"RiskFactor:chế độ ăn thiếu hụt vitamin c, e và axit béo omega-3","Chế độ ăn ít vitamin C, E và axit béo omega-3","Chế độ ăn thiếu hụt vitamin C, E và axit béo omega-3",RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:18.334Z
CUI:C0086287,Giới nữ,Giới nữ,RiskFactor,C0086287,Organism Attribute,,{},henphequan.txt,2026-08-21T07:13:30.538Z
CUI:C0015259,Tập thể dục,Tập thể dục,RiskFactor,C0015259,Finding / Individual Behavior,,{},henphequan.txt,2026-08-21T07:13:21.157Z
RiskFactor:tuổi mẹ khi sinh quá trẻ,bà mẹ sinh con khi còn quá trẻ,Tuổi mẹ khi sinh quá trẻ,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:38.897Z
RiskFactor:yếu tố chu sinh,"bà mẹ sinh con khi còn quá trẻ, dinh dưỡng kém của bà mẹ, trẻ sơ sinh non tháng, trẻ sơ sinh nhẹ cân và thiếu sữa mẹ",Yếu tố chu sinh,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:18.399Z
CUI:C0028754,béo phì,Béo phì,RiskFactor,C0028754,Disease or Syndrome,,{},henphequan.txt,2026-08-20T14:17:07.555Z
RiskFactor:chất gây dị ứng trong gia đình,"chất gây dị ứng trong gia đình (ví dụ: bụi, gián, vật nuôi)",Chất gây dị ứng trong gia đình,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:18.268Z
RiskFactor:tiền sử nhập viện do đợt cấp,các đợt nhập viện trước đây do đợt cấp,Tiền sử nhập viện do đợt cấp,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:40.016Z
CUI:C1439995,dị nguyên bọ ve,Dị nguyên bọ ve,RiskFactor,C1439995,Immunologic Factor,,{},henphequan.txt,2026-08-21T07:13:31.989Z
CUI:C4304127,dị nguyên trong môi trường,Dị nguyên môi trường,RiskFactor,C4304127,Finding,,{},henphequan.txt,2026-08-21T07:13:38.47Z
RiskFactor:gen nhạy cảm hen,gen nhạy cảm,Gen nhạy cảm hen,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:17.496Z
RiskFactor:tiếp xúc khí hoặc hạt kích thích,hít phải với một lượng đáng kể khí hoặc hạt kích thích,Tiếp xúc khí hoặc hạt kích thích,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:39.027Z
RiskFactor:hít phải khí hoặc hạt kích thích nồng độ cao,hít phải với một lượng đáng kể khí hoặc hạt kích thích,Hít phải khí hoặc hạt kích thích nồng độ cao,RiskFactor,,,Thông số: Nồng độ khí hoặc hạt kích thích; Giá trị: đáng kể,"{""parameter"": ""Nồng độ khí hoặc hạt kích thích"", ""value"": ""đáng kể""}",henphequan.txt,2026-08-21T07:13:19.554Z
CUI:C4300344,khói thuốc lá,Tiếp xúc khói thuốc lá,RiskFactor,C4300344,Finding,,{},henphequan.txt,2026-08-21T07:13:18.571Z
CUI:C0439994,khói thuốc lá,Khói thuốc lá,RiskFactor,C0439994,Substance,,{},henphequan.txt,2026-08-21T07:13:21.22Z
CUI:C6064359,nguy cơ,Nguy cơ bệnh lý,RiskFactor,C6064359,Finding,,{},henphequan.txt,2026-08-21T07:13:24.047Z
CUI:C0339916,nhiễm trùng đường hô hấp trên do virus,Nhiễm trùng đường hô hấp trên do virus,RiskFactor,C0339916,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:32.251Z
RiskFactor:nhạy cảm với bọ ve trong nhà,nhạy cảm với bọ ve trong nhà,Nhạy cảm với bọ ve trong nhà,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:30.751Z
CUI:C0369241,nấm mốc,Nấm mốc,RiskFactor,C0369241,Fungus,,{},henphequan.txt,2026-08-21T07:13:31.84Z
CUI:C0038750,sulfite,Sulfite,RiskFactor,C0038750,Inorganic Chemical,,{},henphequan.txt,2026-08-21T07:13:32.187Z
RiskFactor:sử dụng cocaine dạng hít,sử dụng cocaine dạng hít,Sử dụng cocaine dạng hít,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:35.701Z
CUI:C5768267,tiếp xúc với chất kích thích,Tiếp xúc với chất kích thích,RiskFactor,C5768267,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:35.766Z
CUI:C0037421,tiếp xúc đơn độc,Tiếp xúc đơn độc,RiskFactor,C0037421,Social Behavior,,{},henphequan.txt,2026-08-21T07:13:19.492Z
CUI:C0034013,tuổi dậy thì sớm,Tuổi dậy thì sớm,RiskFactor,C0034013,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:30.683Z
RiskFactor:tăng nhu cầu sử dụng corticosteroid đường uống,tăng nhu cầu sử dụng corticosteroid đường uống,Tăng nhu cầu sử dụng corticosteroid đường uống,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:30.896Z
RiskFactor:tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,Tăng nhu cầu sử dụng corticosteroid đường uống trước khi nhập viện,RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:39.938Z
"RiskFactor:vi khuẩn, virus, nội độc tố","vi khuẩn, virus, nội độc tố","Vi khuẩn, virus, nội độc tố",RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:19.065Z
"RiskFactor:vắc xin, kháng sinh","vắc xin, kháng sinh","Vắc xin, kháng sinh",RiskFactor,,,,{},henphequan.txt,2026-08-21T07:13:19.276Z
CUI:C0032930,yếu tố khởi phát,Yếu tố khởi phát,RiskFactor,C0032930,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:26.003Z
CUI:C0001873,Ô nhiễm không khí,Ô nhiễm không khí,RiskFactor,C0001873,Finding / Individual Behavior,,{},henphequan.txt,2026-08-21T03:24:20.417Z
Sign:căng phồng phổi quá mức,căng phồng phổi quá mức,Căng phồng phổi quá mức,Sign,,,,{},henphequan.txt,2026-08-21T07:13:25.645Z
CUI:C0024117,hạn chế luồng khí,Hạn chế luồng khí,Sign,C0024117,Disease or Syndrome,,{},henphequan.txt,2026-08-21T07:13:20.075Z
CUI:C0264172,lồng ngực hình thùng,Lồng ngực hình thùng,Sign,C0264172,Finding,,{},henphequan.txt,2026-08-21T07:13:25.921Z
CUI:C0043144,thở khò khè,Thở khò khè,Sign,C0043144,Sign or Symptom,,{},henphequan.txt,2026-08-21T07:13:16.37Z
CUI:C1335386,tăng bạch cầu ái toan trong máu ngoại biên,Tăng bạch cầu ái toan trong máu ngoại biên,Sign,C1335386,Laboratory or Test Result,,{},henphequan.txt,2026-08-21T07:13:20.747Z
Sign:tắc nghẽn đường thở cố định,tắc nghẽn đường thở cố định,Tắc nghẽn đường thở cố định,Sign,,,,{},henphequan.txt,2026-08-21T07:13:39.445Z
CUI:C0010200,ho,Ho,Symptom,C0010200,Sign or Symptom,,{},henphequan.txt,2026-08-21T07:13:16.302Z
CUI:C0010201,ho kéo dài,Ho kéo dài,Symptom,C0010201,Sign or Symptom,,{},henphequan.txt,2026-08-21T07:13:38.551Z
CUI:C0013404,khó thở,Khó thở,Symptom,C0013404,Sign or Symptom,,{},henphequan.txt,2026-08-20T15:58:39.781Z
CUI:C3831496,nặng ngực,Nặng ngực,Symptom,C3831496,Intellectual Product,,{},henphequan.txt,2026-08-21T07:13:25.142Z
CUI:C0393761,thức tỉnh về đêm,Thức tỉnh về đêm,Symptom,C0393761,Mental or Behavioral Dysfunction,,{},henphequan.txt,2026-08-21T07:13:31.454Z
CUI:C1276804,triệu chứng,Triệu chứng hen,Symptom,C1276804,Finding,,{},henphequan.txt,2026-08-21T07:13:23.225Z
CUI:C4699979,triệu chứng mạn tính,Triệu chứng mạn tính,Symptom,C4699979,Finding,,{},henphequan.txt,2026-08-21T07:13:31.363Z
CUI:C0008031,tức ngực,Tức ngực,Symptom,C0008031,Sign or Symptom,,{},henphequan.txt,2026-08-21T07:13:16.238Z
CUI:C0497104,Các nghiệm pháp khác,Các nghiệm pháp chẩn đoán khác,Test,C0497104,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:28.803Z
CUI:C1516251,DLCO,DLCO,Test,C1516251,Diagnostic Procedure / Laboratory Procedure,,{},henphequan.txt,2026-08-21T03:24:27.383Z
Test:khí máu động mạch hoặc tĩnh mạch,Khí máu động mạch hoặc tĩnh mạch,Khí máu động mạch hoặc tĩnh mạch,Test,,,,{},henphequan.txt,2026-08-21T07:13:30.373Z
CUI:C0006265,Nghiệm pháp kích thích,Nghiệm pháp kích thích phế quản,Test,C0006265,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:28.291Z
CUI:C0034554,RAST,RAST,Test,C0034554,Laboratory Procedure,,{},henphequan.txt,2026-08-21T07:13:29.521Z
CUI:C0037296,Test da,Test da,Test,C0037296,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:29.458Z
CUI:C0199747,Test dị ứng,Test dị ứng,Test,C0199747,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:29.266Z
CUI:C0035227,chức năng hô hấp,Chức năng hô hấp,Test,C0035227,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T07:13:24.939Z
CUI:C0024119,kiểm tra chức năng hô hấp,Kiểm tra chức năng hô hấp,Test,C0024119,Diagnostic Procedure,,{},henphequan.txt,2026-08-21T03:24:18.656Z
CUI:C1518922,lưu lượng đỉnh,Lưu lượng đỉnh (PEF),Test,C1518922,Laboratory Procedure,,{},henphequan.txt,2026-08-21T07:13:30.026Z
CUI:C4285560,lưu lượng đỉnh cá nhân tốt nhất,Lưu lượng đỉnh cá nhân tốt nhất,Test,C4285560,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:35.126Z
CUI:C3174375,nghiệm pháp kích thích bằng methacholine,Nghiệm pháp kích thích methacholine,Test,C3174375,Clinical Attribute,,{},henphequan.txt,2026-08-21T07:13:38.635Z
